"Time"	G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15
600	0.7285501	0.1784736	0.2916775	0.0908898	0.0027952	0.4580516	0.8113527	0.2976823	0.0339662	0.4961040	0.5433030	0.4297247	0.0720853	0.1635327	0.3945311	0.7301387
650	0.7240088	0.2483203	0.2333506	0.1249513	0.0134368	0.4233530	0.8494511	0.3395120	0.0209964	0.5007542	0.6646589	0.4900319	0.0994425	0.1899737	0.4545303	0.8384420
700	0.6591841	0.2080251	0.1149755	0.0282901	0.0169613	0.4011884	0.6594103	0.2614583	0.0259525	0.6101275	0.5643882	0.3864018	0.0670866	0.3033284	0.5287859	0.5428217
750	0.6892214	0.1546483	0.0172376	0.0685500	0.0387921	0.4939976	0.8011471	0.3380544	0.0211955	0.6173677	0.5107791	0.4580565	0.0451220	0.2141521	0.5048910	0.6593470
800	0.7720581	0.0701548	0.0420785	0.0194758	0.0148603	0.3698578	0.7757620	0.2946190	0.0360084	0.5887877	0.5776863	0.4299718	0.0400559	0.2370774	0.5780658	0.6217629
850	0.7521497	0.0694735	0.0150448	0.0047761	0.0198240	0.4440464	0.6842496	0.3830384	0.0327582	0.5763354	0.5541792	0.3664338	0.0473219	0.2522913	0.4544100	0.6463135
900	0.7426734	0.0395970	0.0091971	0.0087521	0.0196225	0.4874502	0.7198967	0.4302568	0.0307048	0.7001519	0.6103820	0.4373229	0.0613093	0.2139866	0.4265117	0.6516901
950	0.7989993	0.0313867	0.0047544	0.0026285	0.0243941	0.3863034	0.6055895	0.3359159	0.0192114	0.5266617	0.5617559	0.4083761	0.0680481	0.1729954	0.4104007	0.7777329
1000	0.7585634	0.0590191	0.0041817	0.0127441	0.0251360	0.3531816	0.7060976	0.3484820	0.0394727	0.6456237	0.6131108	0.4658946	0.0512397	0.2077219	0.4518613	0.6042970

0	0.8348958	0.0432736	0.0093991	0.0133153	0.0381014	0.3670308	0.5963361	0.3838539	0.0535390	0.6404451	0.7273072	0.4937014	0.0336188	0.2079594	0.4989901	0.6671629
50	0.6891881	0.0847966	0.0880003	0.3489782	0.0228490	0.3202333	0.6694132	0.1271694	0.0152997	0.6345074	0.6735908	0.6787748	0.2791915	0.5018087	0.3813950	0.6507509
100	0.6748831	0.1250940	0.2465414	0.4440516	0.0095399	0.2391609	0.8686484	0.0638851	0.0251600	0.5245932	0.5628510	0.6082056	0.3082827	0.5071411	0.3053841	0.6238808
150	0.7980074	0.2150480	0.3262912	0.4592845	0.0211862	0.2550091	0.5573007	0.0912081	0.0949120	0.5532763	0.7055232	0.4734597	0.3307728	0.5110980	0.4104431	0.3565139
200	0.5529908	0.2319285	0.2893490	0.6749085	0.0658878	0.2159023	0.6120028	0.0674152	0.1026161	0.6235288	0.5719624	0.5565480	0.3253123	0.5178851	0.4139116	0.3817106
250	0.7471822	0.2315039	0.2802918	0.5895222	0.0495328	0.2228586	0.6624953	0.0678970	0.1094484	0.6558474	0.5790891	0.4543902	0.3501900	0.5279264	0.4293499	0.3639748
300	0.8047011	0.3407897	0.2796991	0.6165638	0.0914518	0.2152579	0.7539470	0.0687287	0.0905233	0.5063698	0.6098639	0.5004241	0.3068727	0.3706204	0.3930854	0.3535868
350	0.6763534	0.2445310	0.2666090	0.6373983	0.0547337	0.2254038	0.6281566	0.0936846	0.1038743	0.5190301	0.6784560	0.6930938	0.3752414	0.5989782	0.3362104	0.3284805
400	0.6453226	0.2736282	0.3121798	0.6395411	0.0784155	0.2007110	0.7583022	0.0752068	0.1877256	0.6077939	0.5849578	0.4963240	0.3922866	0.3863675	0.3392074	0.2940338
450	0.7857488	0.2611405	0.3419409	0.6244366	0.1369367	0.1682343	0.5982437	0.0702711	0.1317388	0.4483039	0.5462500	0.5029669	0.4105527	0.4506525	0.3844965	0.2876858
500	0.6097454	0.2934244	0.2276010	0.5455712	0.0519870	0.1934823	0.5504928	0.1085826	0.1695768	0.5744791	0.7011096	0.4431798	0.3237228	0.6028797	0.3969101	0.3188151
550	0.8479995	0.2501355	0.3411954	0.2408099	0.0480134	0.2794472	0.7040341	0.2838412	0.1450217	0.6120126	0.5691282	0.4235872	0.1908437	0.2699947	0.3450877	0.3492658
600	0.7974539	0.2309126	0.2039592	0.1012030	0.0808925	0.3024083	0.6877800	0.3975925	0.1123714	0.5827770	0.6210307	0.5270120	0.1123418	0.1221063	0.3235211	0.4487904
650	0.7283432	0.2761444	0.1006437	0.0328436	0.0379050	0.3147802	0.6542847	0.3336624	0.1215760	0.5449659	0.7152453	0.4452365	0.0698926	0.1438420	0.5864080	0.5090553
700	0.7559024	0.2009831	0.0575626	0.0600983	0.0415398	0.3397611	0.6780216	0.4251594	0.0820659	0.5375733	0.6216278	0.2929708	0.0928049	0.2411419	0.4052218	0.6397928
750	0.7698464	0.1139446	0.0220112	0.0181055	0.0366771	0.4648441	0.6015369	0.4172944	0.0317200	0.5697133	0.6416250	0.4947280	0.0573391	0.2119706	0.4583890	0.7066970
800	0.7217631	0.1075508	0.0292625	0.0090277	0.0625079	0.3705482	0.5735936	0.3237574	0.0278139	0.5525267	0.5424718	0.5075343	0.0647820	0.2270053	0.4872342	0.6541574
850	0.6518728	0.0622958	0.0081502	0.0060183	0.0049460	0.3370538	0.9518134	0.3082700	0.0506594	0.5115490	0.6479272	0.4409345	0.0871420	0.2007584	0.5505204	0.6332418
900	0.7124361	0.0746748	0.0118753	0.0172435	0.0237511	0.3751010	0.6871743	0.3261193	0.0431711	0.6689587	0.4753547	0.4735177	0.0773148	0.2987593	0.4337844	0.6085242
950	0.8081079	0.0722460	0.0143888	0.0063811	0.0344968	0.3071300	0.6279889	0.2425725	0.0246945	0.4495968	0.6437891	0.3617872	0.0402145	0.2023163	0.4462284	0.6867839
1000	0.6725995	0.0409280	0.0080154	0.0438897	0.0094111	0.3069362	0.7087409	0.3216672	0.0136861	0.5705129	0.5560592	0.4947510	0.0379643	0.2518428	0.6090274	0.6254423

0	0.7933456	0.0663426	0.0154136	0.0020370	0.0119147	0.4221576	0.7597399	0.3464595	0.0381443	0.5943753	0.6482121	0.3336519	0.0523524	0.2734954	0.5144087	0.6747152
50	0.6329063	0.1513477	0.3635467	0.3937034	0.0220312	0.2697789	0.6674402	0.3446725	0.0385363	0.5237920	0.5464021	0.5461599	0.0484263	0.2402157	0.4658795	0.5928719
100	0.6525808	0.2341736	0.5167456	0.5960313	0.0326498	0.3325062	0.8134667	0.4309168	0.0433318	0.5364306	0.5771732	0.6982164	0.0706239	0.2428608	0.5083446	0.7037188
150	0.7958539	0.3785205	0.6637698	0.5569005	0.0329354	0.2681030	0.8869914	0.5045272	0.0318947	0.6486427	0.6845265	0.8668770	0.0552526	0.2405500	0.3984382	0.5969953
200	0.8342045	0.3849164	0.5246698	0.5356937	0.0125646	0.2026353	0.7641551	0.3727250	0.0303025	0.6729759	0.6584203	0.7371424	0.0527113	0.2068455	0.5404479	0.5594949
250	0.8743114	0.3553495	0.5521782	0.7397079	0.0220686	0.2694214	0.8047399	0.3826090	0.0369251	0.6938096	0.6195461	0.7664455	0.0754796	0.2116088	0.4692027	0.7302538
300	0.8273728	0.4564788	0.6541125	0.6036975	0.0179015	0.2114353	0.7752884	0.3610629	0.0241229	0.5587991	0.6524135	0.7427084	0.0459733	0.2397754	0.4739634	0.7999099
350	0.5764095	0.4383800	0.6050726	0.6473124	0.0131439	0.2227031	0.8229406	0.2934234	0.0239655	0.6070364	0.5823504	0.6689453	0.0532560	0.2664780	0.3987049	0.6167201
400	0.7585167	0.3587060	0.4717296	0.8247376	0.0154570	0.2156700	0.8255880	0.4225673	0.0427073	0.5700153	0.6421269	0.6408189	0.0602899	0.2020451	0.4363144	0.7105895
450	0.7221648	0.3880676	0.4926879	0.6134299	0.0197033	0.2221099	0.7384379	0.4582376	0.0217006	0.5569390	0.5692863	0.7795243	0.1005115	0.3110663	0.4896690	0.7272817
500	0.8120827	0.3920555	0.5178422	0.5284429	0.0192902	0.2557920	0.8100629	0.3955426	0.0201129	0.6036808	0.6601225	0.7474172	0.0471185	0.2585249	0.4528112	0.6965376
550	0.7937398	0.3440932	0.3840199	0.5617014	0.0184772	0.3712983	0.6894993	0.4244554	0.0540018	0.7053214	0.6335541	0.5004241	0.0425173	0.2476754	0.5224570	0.7465850
600	0.7417492	0.3768522	0.2576381	0.2829131	0.0120734	0.3211164	0.8251096	0.4509042	0.0322102	0.6122678	0.6425579	0.5262761	0.0644009	0.2563154	0.4523601	0.7875110
650	0.7146149	0.2812570	0.2267809	0.1842872	0.0129516	0.4421234	0.8769855	0.4198278	0.0383372	0.6248162	0.5125766	0.5274758	0.0617338	0.2180148	0.5366946	0.5506617
700	0.7557464	0.2884861	0.2014198	0.1906095	0.0344018	0.4058598	0.7154680	0.4382189	0.0393236	0.6475741	0.7845047	0.4199437	0.0382577	0.3239428	0.4678402	0.7821934
750	0.7627493	0.2279833	0.0955974	0.0414454	0.0303800	0.3784771	0.8915423	0.3738977	0.0424248	0.6153409	0.5452624	0.5039509	0.0479616	0.2405648	0.5874560	0.6858269
800	0.7248805	0.1086049	0.0556019	0.0244743	0.0305523	0.4322987	0.6234375	0.3559568	0.0498575	0.5649739	0.4835458	0.5196005	0.1253005	0.2208633	0.4174767	0.7267477
850	0.7154349	0.1126103	0.0081079	0.0156275	0.0215325	0.3474471	0.5941869	0.4143891	0.0154176	0.5571349	0.7181964	0.5086537	0.0325181	0.1852034	0.4770651	0.6381213
900	0.6555193	0.0504911	0.0706820	0.0101551	0.0222305	0.2950061	0.6613267	0.3014337	0.0387817	0.5366612	0.6134498	0.4441174	0.0806718	0.2747496	0.5570635	0.6767200
950	0.6764559	0.0600453	0.0025917	0.0127487	0.0151132	0.3884177	0.7322595	0.3352732	0.0215134	0.6320547	0.5167365	0.4361292	0.0638883	0.2849970	0.4500845	0.7141538
1000	0.7399993	0.0569979	0.0061084	0.0046973	0.0193379	0.3603418	0.8372223	0.4013561	0.0375801	0.6171359	0.6014576	0.5672776	0.0482739	0.2924606	0.5152681	0.6890200

0	0.7957361	0.0486049	0.0144265	0.0101777	0.0170253	0.3567056	0.6929547	0.3252046	0.0403831	0.5713996	0.5963594	0.4065323	0.0535823	0.2631863	0.6082837	0.6903122
50	0.7719461	0.1063697	0.4958448	0.2899805	0.3126823	0.4447366	0.7157738	0.2761684	0.4461139	0.5511777	0.6014147	0.6215843	0.0815504	0.2579418	0.5092519	0.6535665
100	0.7749652	0.1475193	0.6009730	0.4000839	0.3648144	0.2686936	0.7196570	0.3263964	0.5048899	0.4193945	0.7437901	0.4944788	0.1637878	0.2401507	0.4159500	0.5751451
150	0.8087643	0.3674474	0.7098468	0.4306669	0.4535210	0.2066228	0.8008316	0.3291434	0.5860811	0.4132854	0.6698470	0.5732922	0.1635937	0.2472963	0.3869646	0.5857838
200	0.6370537	0.2957810	0.7012206	0.5032687	0.4575415	0.1721657	0.6963278	0.4058024	0.6447633	0.3214340	0.5945855	0.5851661	0.1384503	0.1580825	0.4953602	0.6354697
250	0.7586097	0.2918602	0.6286946	0.5153479	0.6302225	0.1639185	0.7435970	0.4839131	0.6989888	0.3334071	0.6329023	0.6698361	0.1193412	0.1364462	0.3975430	0.6919178
300	0.6585024	0.3069040	0.6883137	0.4986705	0.6318405	0.1517301	0.7108662	0.4928035	0.8472716	0.2509233	0.6797899	0.7380865	0.1396714	0.1861639	0.3847800	0.4838992
350	0.6919640	0.2619545	0.7595731	0.4938548	0.6000202	0.2251195	0.7550891	0.3921562	0.7121437	0.2545710	0.7109589	0.6365209	0.1953690	0.2131240	0.3874802	0.4866138
400	0.6967511	0.3256087	0.8127802	0.5066144	0.6653160	0.1429712	0.9106644	0.2951614	0.7065522	0.2485075	0.6385011	0.6277842	0.1780462	0.1760921	0.4693726	0.5640202
450	0.7322698	0.3626560	0.6630601	0.5574862	0.5929983	0.1441597	0.7614049	0.4180889	0.6336098	0.2989526	0.6433481	0.5503126	0.3309082	0.2039371	0.4407368	0.4792220
500	0.8039150	0.2739714	0.6878176	0.5070289	0.5804075	0.1973980	0.7573711	0.4148900	0.7681170	0.2840155	0.5960166	0.5598702	0.2256061	0.2148688	0.3681937	0.6036271
550	0.8470205	0.2811160	0.3480871	0.3318580	0.2544930	0.1445677	0.7549467	0.4874674	0.2701855	0.2422060	0.3913678	0.5201634	0.1476325	0.1869312	0.4507137	0.4657749
600	0.6994023	0.3688736	0.2877122	0.1135088	0.2205145	0.1493020	0.7273032	0.4574114	0.1139153	0.3667558	0.5300425	0.5593257	0.1363906	0.1744414	0.3741170	0.6399733
650	0.8368513	0.4052278	0.1670145	0.0401220	0.2108996	0.2329214	0.7130495	0.3125410	0.0595942	0.3862424	0.5852662	0.5410477	0.1846667	0.1626207	0.3332486	0.5744122
700	0.6937380	0.2733663	0.0894595	0.0831079	0.1331687	0.2335363	0.6861496	0.5152859	0.0727965	0.4562149	0.6267925	0.4803482	0.1492508	0.2281793	0.3594931	0.5716134
750	0.7553984	0.1286790	0.0381778	0.0463943	0.0568035	0.3043085	0.6012775	0.5110019	0.0429059	0.4662034	0.6219593	0.4261964	0.1465347	0.1832428	0.3789660	0.6674170
800	0.8418267	0.1026888	0.0343361	0.0149805	0.0398105	0.3226282	0.6350765	0.4717957	0.0572711	0.4453346	0.4979259	0.5701734	0.1314457	0.1515015	0.4521330	0.5789137
850	0.7362261	0.0676527	0.0146503	0.0154289	0.0305122	0.2933809	0.8079798	0.4124487	0.0420453	0.6189416	0.6705344	0.4803564	0.0801989	0.1534641	0.5199197	0.6562991
900	0.7328507	0.0686881	0.0079543	0.0152807	0.0542861	0.3287704	0.8501236	0.4113047	0.0321791	0.6307729	0.5157527	0.4041577	0.0597513	0.1932319	0.5108406	0.7181543
950	0.8126045	0.0457880	0.0203052	0.0037812	0.0178971	0.3625331	0.7482933	0.3694127	0.0530908	0.5755771	0.5902389	0.5106561	0.0886809	0.2877258	0.4858599	0.7635623
1000	0.7814482	0.0453291	0.0088594	0.0083058	0.0048648	0.3986573	0.6932956	0.2729364	0.0270368	0.6127479	0.5860644	0.4592259	0.0558918	0.2031016	0.4866433	0.7511199

0	0.9427897	0.0677052	0.0041092	0.0077602	0.0187623	0.3733433	0.7426580	0.3317891	0.0503217	0.5691177	0.7152351	0.4392201	0.0319069	0.2362563	0.5720155	0.8348786
50	0.4794243	0.1032613	0.0092489	0.0091996	0.0292722	0.2502365	0.7612684	0.1785847	0.4104373	0.6497987	0.6688349	0.4754003	0.0454538	0.1933568	0.6035484	0.6473004
100	0.3889121	0.0717378	0.0088205	0.0058446	0.1052849	0.1787739	0.5989218	0.1107444	0.3947048	0.7485212	0.5970137	0.5055093	0.0807720	0.0968918	0.4861973	0.6927562
150	0.4759440	0.0614504	0.0104601	0.0045540	0.1823181	0.2134962	0.5309082	0.0811116	0.3531345	0.6293969	0.5698244	0.5267854	0.1303795	0.0665391	0.5063733	0.7162269
200	0.5171814	0.1254746	0.0186534	0.0074628	0.1614343	0.2161791	0.5651755	0.1068523	0.3740922	0.5917889	0.5974643	0.6393458	0.1145945	0.1384567	0.5694451	0.7658163
250	0.4205815	0.0859452	0.0055036	0.0102608	0.1734389	0.1773396	0.6692684	0.0967503	0.4199160	0.5760954	0.6054958	0.5573701	0.1667117	0.0937650	0.4855348	0.7357493
300	0.4258988	0.1252841	0.0043773	0.0018186	0.1903621	0.2074141	0.4702016	0.1354920	0.3966958	0.5598278	0.6152075	0.5951214	0.0794091	0.0937898	0.4387034	0.7048764
350	0.5362060	0.0838166	0.0117014	0.0064803	0.1797806	0.2364576	0.4868400	0.1647866	0.4663778	0.4556768	0.6536722	0.4828811	0.1207135	0.0723014	0.3504169	0.7904101
400	0.4930658	0.0851818	0.0240798	0.0038376	0.1515411	0.1611144	0.4885352	0.1055152	0.4535196	0.5216330	0.5338057	0.6805830	0.1535300	0.1010330	0.3645615	0.6459121
450	0.5567951	0.1223613	0.0028803	0.0064544	0.1982828	0.1766570	0.5506972	0.1135966	0.3654832	0.6139177	0.4877016	0.5425805	0.1659316	0.0572556	0.4484852	0.6589602
500	0.3977256	0.1190882	0.0169702	0.0037754	0.1536134	0.1811963	0.6119447	0.1014681	0.4697473	0.5762800	0.6990411	0.5820083	0.1119346	0.0532883	0.3509924	0.6320785
550	0.7134898	0.0946059	0.0106653	0.0112983	0.1830699	0.2692897	0.6279789	0.2418969	0.1428764	0.4114334	0.6028302	0.5674315	0.1084506	0.1386652	0.3735086	0.6168934
600	0.7460087	0.0862582	0.0092693	0.0019461	0.1153079	0.3113461	0.6827962	0.3063167	0.1195588	0.4498248	0.7059487	0.4417859	0.1696962	0.1930586	0.3722020	0.4130878
650	0.7244007	0.0807522	0.0166094	0.0068534	0.0804454	0.2038999	0.6165213	0.4010570	0.0743097	0.4802583	0.7435853	0.5844776	0.1126158	0.1716478	0.3426974	0.6619096
700	0.7400811	0.0581919	0.0076759	0.0105401	0.0559535	0.3314636	0.7098646	0.3509249	0.0378650	0.4999891	0.6270413	0.5526625	0.1649899	0.1974282	0.4963258	0.5666958
750	0.6293773	0.0693732	0.0122553	0.0215321	0.0439442	0.3807051	0.7086317	0.3752104	0.0800550	0.6362485	0.6474836	0.4781857	0.1136926	0.2153428	0.4602008	0.7472780
800	0.7092399	0.0969925	0.0040997	0.0098485	0.0466026	0.4022758	0.6487755	0.3419575	0.0273400	0.6033962	0.6148832	0.4967902	0.0696767	0.2348994	0.3830952	0.6897832
850	0.7796329	0.0912284	0.0129022	0.0113879	0.0310928	0.3865133	0.6803880	0.3939100	0.0317886	0.5849873	0.6366109	0.4882944	0.0693871	0.1526048	0.4931794	0.6152666
900	0.6086461	0.0753257	0.0093070	0.0384651	0.0195907	0.4765485	0.7745371	0.4214366	0.0607876	0.6077118	0.5889465	0.5632560	0.0941978	0.1899560	0.3546564	0.5585048
950	0.7476820	0.0530877	0.0125809	0.0063277	0.0307814	0.4295564	0.7685560	0.3835373	0.0624495	0.5556146	0.6092816	0.4326240	0.0540455	0.2559803	0.4380725	0.6330939
1000	0.5532510	0.0283417	0.0137473	0.0016221	0.0100147	0.3791438	0.8974215	0.4286724	0.0327498	0.6896686	0.5916745	0.4250567	0.0526422	0.2596629	0.5308325	0.7494801

0	0.7730062	0.0680476	0.0146182	0.0222310	0.0143030	0.3981192	0.5566424	0.2660293	0.0316970	0.5563152	0.6064006	0.4036475	0.0724044	0.2536566	0.5678727	0.7247300
50	0.8075507	0.0650414	0.1305822	0.0068415	0.0037867	0.4376174	0.6387331	0.5647065	0.0328102	0.6312335	0.6455544	0.7425187	0.0362129	0.4211277	0.5478174	0.7996317
100	0.7108303	0.0958822	0.2672411	0.0131307	0.0045028	0.3819872	0.6260461	0.3330388	0.0214371	0.5873255	0.6873347	0.7844339	0.0804649	0.4023612	0.6429205	0.7304335
150	0.7591827	0.1257392	0.2928746	0.0094477	0.0066722	0.3902980	0.7564446	0.3663128	0.0225749	0.6484469	0.6713313	0.6059033	0.0527930	0.4930996	0.5978059	0.5678427
200	0.6245321	0.1519073	0.2101555	0.0033199	0.0058781	0.4764761	0.7251306	0.4217400	0.0153109	0.7420256	0.8338078	0.9179312	0.0822278	0.4349660	0.6853852	0.6823219
250	0.6813344	0.1679956	0.2136281	0.0053330	0.0369471	0.4328355	0.5811469	0.3970149	0.0459224	0.6777566	0.7553909	0.7357402	0.0746064	0.4677626	0.6481365	0.6858408
300	0.6002493	0.2021249	0.2466779	0.0100597	0.0077356	0.3132521	0.6583439	0.3161969	0.0354466	0.5810790	0.7619745	0.6527086	0.0544111	0.4453820	0.7019412	0.6014668
350	0.6085242	0.1700652	0.2939689	0.0056765	0.0019697	0.4216558	0.7370659	0.3926928	0.0406824	0.4583713	0.4767325	0.7160475	0.0157865	0.5200320	0.6061495	0.6482091
400	0.6739987	0.1592549	0.2619944	0.0078209	0.0035338	0.4121076	0.7282329	0.4127725	0.0368836	0.6334607	0.6238408	0.8389714	0.0294952	0.3927184	0.6046614	0.6488059
450	0.6706885	0.1863950	0.2309891	0.0031600	0.0103496	0.4524980	0.6747830	0.3528219	0.0174554	0.4053083	0.7247053	0.8180261	0.0484845	0.3335711	0.5853560	0.7111704
500	0.7549543	0.2199166	0.2167678	0.0618213	0.0125255	0.5391215	0.6422022	0.3408034	0.0406678	0.5169430	0.7539747	0.6563800	0.0696364	0.5046635	0.6173873	0.5258861
550	0.7019786	0.1887316	0.0682289	0.0175150	0.0240088	0.4437185	0.6862997	0.3565976	0.0186483	0.7155652	0.6372582	0.4595387	0.0776851	0.3062278	0.4381762	0.5812396
600	0.7817084	0.1129302	0.0225671	0.0081643	0.0132050	0.3765411	0.6823943	0.3476343	0.0777904	0.6791383	0.6213468	0.3532649	0.0578976	0.2718733	0.4686134	0.6126981
650	0.6540335	0.0998138	0.0148944	0.0110183	0.0230108	0.3282553	0.7179139	0.3457263	0.0399989	0.5979846	0.7112216	0.4965886	0.0558925	0.2404999	0.4909271	0.6971010
700	0.7665435	0.0848219	0.0028346	0.0040927	0.0081640	0.4288947	0.7130974	0.3922396	0.0460800	0.5211512	0.5453023	0.5089730	0.0710743	0.2733275	0.4997697	0.6516154
