"Time"	alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
1000	0.9396018	0.6353235	0.0662501	0.1131891	0.3204831	0.9992105	0.4007839	0.2547066	0.9039029

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	1.0367681	0.8502051	0.0002187	0.0446051	0.0907647	0.9282972	0.3240786	0.1579170	0.9653908
100	1.0405495	0.9595510	0.0032022	0.0285475	0.0463946	0.9156296	0.3566718	0.2143688	1.0795974
150	1.0330454	1.0358440	0.0001579	0.0209514	0.0474007	0.9202071	0.2835334	0.1604906	1.0107658
200	1.0024130	1.0416783	0.0008823	0.0169013	0.0454215	0.9716790	0.3719748	0.1641325	0.9753364
250	0.9799902	1.0618834	0.0011504	0.0217054	0.0288628	1.0038283	0.5347536	0.2375476	0.9370706
300	1.0264960	1.0131982	0.0013724	0.0215112	0.0408486	0.9343769	0.4502579	0.2204739	0.9440645
350	1.0159253	1.0126764	0.0011011	0.0256874	0.0666594	1.0086496	0.4092168	0.2044116	1.0103382
400	1.0733294	1.0239295	0.0010003	0.0228372	0.0431669	1.0846286	0.3470043	0.1308514	1.0109514
450	1.0130993	1.0342039	0.0000868	0.0153246	0.0360929	0.9111676	0.3236948	0.1245117	1.0126076
500	1.0033623	1.0104269	0.0005612	0.0336338	0.0425022	0.8682632	0.3434780	0.1362595	0.9989025
550	1.0174687	0.9445316	0.0825893	0.0857173	0.3205944	0.9951558	0.4031508	0.1670198	0.9268817
600	1.0139579	0.8370276	0.0507099	0.0957201	0.3196560	0.9645418	0.3982390	0.1728496	1.0674695
650	0.9559979	0.7980896	0.0509625	0.0764355	0.3307324	0.9490620	0.3669937	0.1596198	1.0895764
700	1.0373923	0.7718487	0.0629234	0.0768477	0.3337792	0.9929286	0.2922041	0.1586501	1.0111353
750	0.9511883	0.6841867	0.0577085	0.0963659	0.3293533	0.9896352	0.3013160	0.2018366	1.0193308
800	0.9987979	0.7269542	0.0705152	0.0702496	0.3118979	1.0507628	0.3662249	0.1551858	1.0128732
850	0.9867708	0.6417056	0.0749912	0.0571909	0.3415012	0.9645321	0.4029399	0.2251202	0.9198943
900	1.0502454	0.6326935	0.0598339	0.0972359	0.3389249	0.9684844	0.5158825	0.2704922	0.9231253
950	0.9607257	0.6954751	0.0575416	0.1245463	0.3408513	0.9441393	0.4129683	0.2654712	1.0200697
1000	1.0317623	0.7036648	0.0699793	0.1226891	0.3847403	0.9898123	0.4328548	0.2889817	0.9778473

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	0.8929400	0.8467600	0.0032869	0.0926770	0.3031350	0.9564326	0.3986911	0.1744910	0.9356394
100	0.9295600	0.9582692	0.0175862	0.0932892	0.3550410	1.0100227	0.5125572	0.2269984	1.0235420
150	0.9611901	0.9334748	0.0087998	0.1028872	0.3868350	0.9558577	0.4220756	0.2471563	1.0117424
200	0.8556880	1.0378124	0.0154378	0.0957336	0.3257644	0.9473734	0.3797414	0.2446476	0.9925744
250	0.9004113	0.9556902	0.0060555	0.1133649	0.3526098	0.9700093	0.4136940	0.2325002	0.9774950
300	0.9646997	0.9037716	0.0059400	0.0989492	0.3315117	0.9613240	0.4758207	0.2500921	1.0115564
350	0.9197872	0.9065311	0.0092511	0.0801653	0.3459814	0.9291341	0.4230764	0.2428829	1.0071690
400	0.8786756	0.9864325	0.0117550	0.0816384	0.3407731	1.0046109	0.4082496	0.2970594	1.0378076
450	0.8816715	0.9015741	0.0097962	0.0813170	0.3765597	0.9938754	0.4121811	0.2162613	1.0309601
500	1.0458368	0.8936138	0.0074832	0.0947064	0.3360904	1.0406481	0.3607403	0.2533687	1.0448078
550	0.9890072	0.8338544	0.0616111	0.1112623	0.3522675	0.9569272	0.3769168	0.2074450	1.0354591
600	0.9819040	0.7591968	0.0545369	0.0948361	0.3410504	0.9905883	0.3709330	0.2291451	0.9827128
650	0.9176709	0.7409613	0.0561319	0.1093531	0.3326498	0.9045015	0.3806267	0.2322964	1.0049898
700	0.9336092	0.6812856	0.0582004	0.1217783	0.3476990	0.9920698	0.4156726	0.2349350	1.0381736
750	1.0214952	0.7394203	0.0538282	0.1432938	0.4032553	0.9932045	0.3499077	0.2157892	1.0654517
800	1.0106751	0.8449649	0.0559361	0.1042715	0.3828839	0.9386459	0.3796157	0.2455348	1.0005794
850	0.9802023	0.7802669	0.0424879	0.1079906	0.3650365	1.0965849	0.4150665	0.2654876	1.0514512
900	1.0375838	0.7090137	0.0578811	0.1072941	0.3539591	0.9023419	0.4010843	0.2666437	0.9193610
950	0.9753321	0.6739178	0.0838400	0.1016469	0.3525764	0.9828344	0.3870417	0.3227685	0.9242109
1000	1.0806055	0.7040997	0.0637000	0.1161375	0.3145350	0.9305214	0.4848780	0.2979994	1.0132782

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	0.9932933	0.5767128	0.0751350	0.0563234	0.3144718	0.9473319	0.4274498	0.0734057	0.9151300
100	0.9750837	0.5228358	0.0600400	0.0515356	0.3819297	0.9165708	0.3916988	0.0339380	0.9514872
150	0.9673562	0.5803753	0.0693830	0.0515261	0.3799005	0.9361876	0.4158628	0.0160078	0.9830127
200	0.8968389	0.6200239	0.0698956	0.0393471	0.3572115	1.0372702	0.4726052	0.0072724	1.0276907
250	0.9493238	0.5648099	0.0609619	0.0464576	0.3217677	0.9432566	0.3970435	0.0093579	1.0011059
300	0.9538219	0.5249393	0.0528523	0.0307046	0.3700914	1.0432677	0.4085101	0.0160819	0.9804996
350	0.9552446	0.5409617	0.0505462	0.0412544	0.3491229	0.9747638	0.4008449	0.0106046	0.9336855
400	0.9763719	0.5476929	0.0602996	0.0482531	0.3655003	0.8448606	0.3914876	0.0143784	0.9575686
450	1.0069148	0.6282556	0.0689509	0.0419422	0.4224031	0.9633336	0.3447512	0.0178733	1.0130975
500	0.9982177	0.4881242	0.0840992	0.0401698	0.2913269	0.9999816	0.3748197	0.0148158	0.9954303
550	1.0320432	0.5659374	0.0959581	0.0796821	0.3863691	0.9429126	0.3634573	0.1483085	0.9692545
600	0.9946745	0.6208101	0.0703034	0.0793549	0.3529338	0.9941431	0.3857597	0.1731116	1.0749294
650	1.0322874	0.6899870	0.0511710	0.0668794	0.3476885	0.9638103	0.3262767	0.1652072	1.0240911
700	0.9139007	0.6666247	0.0694150	0.0729818	0.3447230	1.1203568	0.4024039	0.1495749	0.9241225
750	0.9451809	0.7476946	0.0669440	0.0932603	0.3540147	0.9608546	0.4534600	0.2319878	0.9294781
800	0.9769465	0.6805057	0.0527385	0.0903014	0.3290029	0.9937061	0.4003530	0.2740289	0.9476764
850	1.0080920	0.6186918	0.0618143	0.0994762	0.3681218	0.8971830	0.4154488	0.2584499	0.9810674
900	1.0378113	0.7248633	0.0646768	0.1332386	0.3217234	0.9013482	0.4461873	0.2631648	1.0313174
950	0.9939363	0.6522988	0.0807558	0.0903045	0.3088380	1.0020689	0.4412240	0.2893256	0.9557345
1000	1.0201983	0.5976729	0.0465535	0.1304375	0.3252978	0.9512423	0.4369163	0.2635722	1.0643718

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	1.0517580	0.7235311	0.0000000	0.1143708	0.3261550	0.9673364	0.2864567	0.2526336	0.5935039
100	0.9693134	0.8302049	0.0011280	0.2026945	0.5312043	0.7723185	0.4458517	0.5297216	0.4352820
150	0.9968496	0.9132977	0.0025022	0.4662629	0.6605611	0.4744676	0.5313430	0.7985920	0.3796422
200	0.8999141	0.9606386	0.0000900	0.5804654	0.7812456	0.3610171	0.6119845	0.9264272	0.3638062
250	1.0558314	0.8950089	0.0033314	0.5964759	0.6832136	0.3771349	0.5461917	0.9215950	0.4141610
300	0.9889768	0.8417961	0.0037684	0.6435447	0.7245706	0.2698798	0.4846524	0.8828739	0.3979371
350	1.0684203	0.8005526	0.0000420	0.5901760	0.6838667	0.3431138	0.5147074	0.9131637	0.4126366
400	1.1088448	0.8336778	0.0046807	0.5809123	0.6661206	0.3860093	0.5353912	0.9060874	0.3523556
450	0.9950421	0.8832794	0.0018407	0.6105398	0.7532078	0.3208569	0.5028382	1.0003892	0.3807024
500	0.9840220	0.8261521	0.0048230	0.6384424	0.7383392	0.2995349	0.4920747	1.0078438	0.3854867
550	0.9860347	0.6490096	0.1078850	0.5039890	0.5638086	0.5297796	0.6938928	0.8519054	0.7873154
600	1.0328386	0.5977465	0.0964562	0.3088571	0.3859844	0.8636036	0.5997903	0.5855579	0.9203083
650	1.0288441	0.6375533	0.0790702	0.1643278	0.3343725	0.8443150	0.5581168	0.4404528	0.9650688
700	0.9212750	0.6810129	0.0471049	0.0845767	0.3051870	0.9077124	0.3825738	0.3037108	1.0102715
750	1.0402338	0.6650162	0.0698575	0.0938503	0.2995891	1.0562666	0.3706820	0.2553706	0.9570178
800	1.1396921	0.6777492	0.0504461	0.1089919	0.3043843	1.0274823	0.3435070	0.1978619	1.0025117
850	1.0627346	0.6384133	0.0813342	0.1073660	0.2766446	1.0674192	0.3077399	0.1861988	1.0621688
900	1.1082609	0.6411842	0.0869490	0.1035551	0.3180756	0.9731481	0.3499054	0.1788625	1.0732237
950	1.0109520	0.6674109	0.0584430	0.0979821	0.2990612	0.9891025	0.3379434	0.1513976	1.0326380
1000	0.9858903	0.7236611	0.0807954	0.0732437	0.3536610	0.9861886	0.3120946	0.1508622	1.0675414

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	1.0699054	0.6210628	0.0788781	0.1008737	0.3670032	1.0741071	0.4761416	0.2794485	1.0090369
100	1.0233255	0.6343461	0.0596930	0.0933559	0.3315940	0.9711925	0.4715169	0.2811441	1.0288823
150	1.0346110	0.6193334	0.0611858	0.0577298	0.3552996	1.0055979	0.3997668	0.2394028	1.0172378
200	1.0120579	0.6764489	0.0500100	0.0738437	0.3960127	0.9891975	0.3809443	0.2092049	0.9553895
250	0.9403603	0.6762844	0.0590999	0.1184289	0.3695041	0.9204064	0.4376184	0.2552995	0.8172147
300	1.0005053	0.6068200	0.0603477	0.1385540	0.3339364	0.9513566	0.5027167	0.3245017	1.0079549
350	1.0350533	0.7049699	0.0355059	0.1279245	0.3539392	0.9032410	0.4338899	0.3000130	1.0130575
400	0.9912641	0.6756279	0.0743039	0.1076788	0.3445405	0.9715652	0.4827789	0.2618931	0.9735119
450	0.9180013	0.6762153	0.0540636	0.0999177	0.3662098	0.9605338	0.4435274	0.2799865	0.9976771
500	1.0072917	0.6033589	0.0454623	0.0979877	0.3309511	1.0191517	0.3858821	0.2304044	0.9815339
550	1.0220016	0.6328278	0.0735437	0.0868878	0.2855198	0.9709774	0.4671449	0.2010326	1.0176856
600	1.0177795	0.6726889	0.0854334	0.1096978	0.3010165	1.0071289	0.4126833	0.2230761	1.0130532
650	0.9574925	0.6381654	0.0644823	0.1180798	0.3155245	1.0036159	0.4371195	0.2509250	0.9602569
700	1.0290871	0.6579991	0.0602557	0.1064424	0.3900931	0.9535146	0.4933196	0.2554163	0.9160658
750	1.0046477	0.6991686	0.0616730	0.1393889	0.2996697	0.9721587	0.4131676	0.2252602	0.9675563
800	1.0930044	0.7459125	0.0640549	0.1225003	0.2965760	0.9107659	0.4053801	0.2138955	0.9691314
850	1.0048530	0.7003560	0.0479882	0.0970215	0.3067724	1.0117671	0.3446555	0.1838879	0.9946123
900	1.1062045	0.6341739	0.0627742	0.0899433	0.3176657	0.9755570	0.4199811	0.2293472	0.9919444
950	0.9537868	0.6846274	0.0735510	0.0970723	0.3422636	1.0278798	0.3223016	0.2086724	1.1017180
1000	0.9450947	0.6247889	0.0702480	0.1083415	0.3455139	0.9993922	0.3362054	0.2037746	1.0432496

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	0.9366592	0.7615008	0.0000621	0.0649559	0.1959005	1.1171928	0.3538722	0.1928701	0.9534208
100	0.9443509	0.9653108	0.0020912	0.0872686	0.1173895	1.0149361	0.4088044	0.1778107	1.0203471
150	1.0107473	0.9343125	0.0032759	0.0594095	0.1673122	0.9191735	0.4090614	0.1942283	0.9927044
200	1.0078343	1.0101559	0.0049536	0.0515083	0.1301343	1.0015131	0.4011793	0.2800361	0.9831037
250	0.9850563	0.9780953	0.0026933	0.0714323	0.1265884	1.0196521	0.4782787	0.2673185	0.9385124
300	1.0605057	0.9473210	0.0046853	0.0591705	0.0992732	0.9639718	0.3210623	0.2276242	1.0708708
350	1.0999437	1.0295078	0.0027560	0.0514221	0.1316263	0.9523229	0.3769365	0.2621332	0.9935934
400	1.0029482	0.9436382	0.0029544	0.1055123	0.1210621	0.8911911	0.4656566	0.2686894	0.9734808
450	0.9400991	1.0107446	0.0000376	0.0695232	0.1139866	1.0045027	0.3536975	0.1989131	0.9635431
500	0.9891132	0.9428674	0.0027881	0.0760435	0.1671031	0.8813331	0.3758282	0.2372572	0.9923350
550	0.9945768	0.8982686	0.0667961	0.0797815	0.2738004	0.9635812	0.3224535	0.1967746	0.9136489
600	1.0250954	0.8050710	0.0671202	0.1043400	0.2909692	0.9058577	0.4212208	0.2142159	1.0153040
650	1.0271199	0.7724591	0.0727957	0.1164051	0.3455303	0.9640806	0.4168229	0.2467449	0.9688451
700	0.9713633	0.7324885	0.0721961	0.0970685	0.3170681	0.9859998	0.4240818	0.2517110	0.8920908
750	1.0565335	0.7702490	0.0517027	0.1236951	0.3432488	0.9569074	0.4137660	0.2915787	1.0561854
800	0.9854374	0.7193695	0.0489646	0.1005736	0.3080567	0.9852235	0.3493844	0.1759822	1.0601685
850	1.0537823	0.6978582	0.0747209	0.1005441	0.3689781	0.9765308	0.3658086	0.1862039	1.0549346
900	1.0095210	0.8005431	0.0672066	0.0992402	0.3601602	0.9309455	0.2881772	0.1687726	1.0109768
950	1.0456847	0.7940424	0.0496979	0.0804909	0.3200497	0.9385340	0.3945329	0.2169675	0.9701861
1000	1.0303948	0.8301037	0.0351191	0.1284079	0.3286485	0.9007890	0.4178479	0.2506839	0.9976088

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	0.4457391	0.7054533	0.0063651	0.0723133	0.3639083	0.9894991	0.2766740	0.1830751	1.1431596
100	0.3718014	0.8997309	0.0033789	0.0790339	0.6683994	1.1059781	0.2895656	0.1811177	1.0397888
150	0.4171836	0.8712461	0.0084382	0.0714307	0.6750743	0.9981118	0.3717320	0.1845341	0.9911175
200	0.3829631	0.8544351	0.0087617	0.1034576	0.7353131	1.0303679	0.4576081	0.2127983	1.0306680
250	0.3952045	0.7870385	0.0027277	0.1204062	0.7514366	1.0126528	0.3420098	0.2153831	0.9831092
300	0.3687163	0.7619796	0.0104894	0.0876526	0.7988336	1.0335592	0.3610503	0.2104500	1.0234614
350	0.3555063	0.8154371	0.0014825	0.0923447	0.8323954	0.9582507	0.4147627	0.2135041	1.0090833
400	0.3610675	0.6976709	0.0152031	0.0908580	0.8848253	1.0167738	0.4815037	0.2588738	1.0001287
450	0.4378387	0.7134905	0.0096298	0.0752887	0.8834105	0.9277920	0.4531825	0.2245629	0.9331320
500	0.3992248	0.6739454	0.0093450	0.0756327	0.7495882	1.0435974	0.4052442	0.2036049	0.9745540
550	0.8909030	0.5791475	0.0934644	0.1157270	0.6572301	0.9954268	0.4206288	0.2327636	0.9563698
600	1.0203897	0.5070278	0.0717312	0.1195949	0.4546452	0.9485662	0.4135083	0.2418746	0.9192904
650	1.0094700	0.5096421	0.0603171	0.1090887	0.3604015	1.0063856	0.3973274	0.2584195	0.8936614
700	1.0537888	0.5796825	0.0640587	0.0925635	0.3856461	0.8882485	0.4385620	0.2925762	0.9632421
750	0.9568843	0.5958507	0.0530109	0.0843910	0.3638350	0.9845489	0.2712631	0.1903391	1.0252020
800	1.0220763	0.6521101	0.0936501	0.0685642	0.2826528	1.0025246	0.3951611	0.1734960	0.9902983
850	1.0552750	0.7356155	0.0831737	0.0777206	0.3016889	0.9724057	0.3730971	0.2102961	1.0189437
900	1.0166884	0.7504937	0.0464167	0.1010802	0.3078611	1.1072532	0.4044449	0.1889997	1.0264799
950	0.9531562	0.8122029	0.0549041	0.0797823	0.3012203	1.0353568	0.3602692	0.1999638	0.9589986
1000	0.9731727	0.6755333	0.0693780	0.0605259	0.2790608	1.0680509	0.3477175	0.1806906	1.0374551

0	1.1478807	0.7379238	0.0936706	0.0864206	0.3231936	0.9421828	0.3854246	0.2245409	1.1470870
50	0.9400166	0.8161682	0.0342915	0.1323516	0.3761972	0.9395934	0.2673640	0.3721161	0.5678954
100	0.9766554	0.7715327	0.0542319	0.2866036	0.5052543	0.7274434	0.3158210	0.6262826	0.4755079
150	0.9883397	0.7028267	0.0448985	0.3720083	0.6625914	0.5643314	0.3855274	0.7373840	0.4085166
200	1.0331951	0.6551518	0.0709453	0.4608214	0.6725907	0.4668817	0.4034713	0.8313309	0.3846941
250	1.0432099	0.5467973	0.1130715	0.4504526	0.5982107	0.4659850	0.3973681	0.8964786	0.4639492
300	0.9025305	0.5972420	0.0884888	0.5345706	0.6516329	0.4738760	0.4301622	0.9613119	0.4396370
350	0.9963845	0.4625923	0.0905515	0.5455690	0.6611059	0.4225029	0.4697276	0.9482123	0.3858508
400	0.9581545	0.5254672	0.0815642	0.5409899	0.6866564	0.4614786	0.4210913	0.9957521	0.4257396
450	1.0954502	0.4851822	0.1255222	0.5884458	0.6759658	0.4643350	0.4683051	0.9991160	0.3848928
500	1.0188361	0.4964083	0.1024153	0.6120305	0.7243701	0.3754504	0.3835650	0.9701115	0.3837634
550	1.0063196	0.3960662	0.0970170	0.5142995	0.5619693	0.6413415	0.7606782	0.7862531	0.7833751
600	0.9965148	0.4203229	0.0621921	0.2767569	0.3743394	0.9043929	0.4582621	0.5042127	0.8764020
650	1.0086830	0.5566061	0.0815380	0.1529298	0.3894213	0.9331596	0.4058050	0.4020314	0.9371474
700	0.9691206	0.6302995	0.0708954	0.1153703	0.2830463	1.0481222	0.3539017	0.3101083	1.0044078
750	0.9893721	0.6046188	0.0734852	0.0949361	0.3475882	0.9997218	0.4822110	0.3494914	0.9664606
800	0.9984789	0.6025514	0.0759944	0.1040704	0.3725780	0.9739542	0.4305420	0.3518236	0.9321267
850	1.0216145	0.6111021	0.0460310	0.1285626	0.3038217	1.0037259	0.4446899	0.2412492	0.9999982
900	1.0005332	0.6778630	0.0569585	0.0980297	0.3409634	0.9764104	0.3216962	0.1574601	1.0631192
950	1.0373860	0.6468256	0.0665276	0.0976630	0.3612437	0.9654561	0.3235347	0.1795253	1.0087987
1000	0.9520158	0.6457308	0.0516534	0.0723901	0.3232221	0.8755216	0.3091829	0.1628658	1.0221990
