"Time"	alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
100	1.0000000	0.8488820	0.0035324	0.0548111	0.1310330	0.9726891	0.3995494	0.1968315	1.0000000
150	1.0000000	0.9301630	0.0011255	0.0389082	0.0837827	0.9726895	0.3995492	0.1869133	1.0000000
200	1.0000000	0.9688076	0.0006840	0.0300866	0.0641900	0.9726897	0.3995492	0.1819333	1.0000000
250	1.0000000	0.9861041	0.0006031	0.0255667	0.0565020	0.9726897	0.3995491	0.1796223	1.0000000
300	1.0000000	0.9937531	0.0005882	0.0233484	0.0535547	0.9726898	0.3995491	0.1785943	1.0000000
350	1.0000000	0.9971256	0.0005855	0.0222873	0.0524364	0.9726898	0.3995491	0.1781483	1.0000000
400	1.0000000	0.9986112	0.0005850	0.0217879	0.0520141	0.9726898	0.3995491	0.1779578	1.0000000
450	1.0000000	0.9992653	0.0005849	0.0215554	0.0518550	0.9726898	0.3995491	0.1778772	1.0000000
500	1.0000000	0.9995533	0.0005849	0.0214478	0.0517951	0.9726898	0.3995491	0.1778434	1.0000000
550	1.0000000	0.9577365	0.0461874	0.0398945	0.1544259	0.9726898	0.3995491	0.1917601	1.0000000
600	1.0000000	0.8387995	0.0592263	0.0638844	0.2523961	0.9726898	0.3995491	0.2082989	1.0000000
650	1.0000000	0.7558965	0.0616332	0.0797715	0.2996431	0.9726898	0.3995491	0.2182135	1.0000000
700	1.0000000	0.7132417	0.0620747	0.0885859	0.3192345	0.9726898	0.3995491	0.2231920	1.0000000
750	1.0000000	0.6930553	0.0621557	0.0931025	0.3269220	0.9726898	0.3995491	0.2255023	1.0000000
800	1.0000000	0.6837896	0.0621705	0.0953193	0.3298691	0.9726898	0.3995491	0.2265301	1.0000000
850	1.0000000	0.6795949	0.0621733	0.0963798	0.3309873	0.9726898	0.3995491	0.2269760	1.0000000
900	1.0000000	0.6777099	0.0621738	0.0968788	0.3314096	0.9726898	0.3995491	0.2271664	1.0000000
950	1.0000000	0.6768666	0.0621739	0.0971113	0.3315687	0.9726898	0.3995491	0.2272470	1.0000000
1000	1.0000000	0.6764905	0.0621739	0.0972187	0.3316286	0.9726898	0.3995491	0.2272808	1.0000000

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	0.9520694	0.7157745	0.0227599	0.0973316	0.3339758	0.9733110	0.3995498	0.2273098	1.0000000
100	0.9183626	0.8243010	0.0114904	0.0973198	0.3446754	0.9739941	0.3995494	0.2273070	1.0000000
150	0.9070972	0.9005597	0.0094101	0.0973145	0.3569311	0.9743684	0.3995492	0.2273059	1.0000000
200	0.9039317	0.9387162	0.0090286	0.0973120	0.3653171	0.9745404	0.3995492	0.2273054	1.0000000
250	0.9031030	0.9559886	0.0089586	0.0973109	0.3698058	0.9746135	0.3995491	0.2273052	1.0000000
300	0.9028934	0.9635182	0.0089457	0.0973104	0.3719056	0.9746434	0.3995491	0.2273051	1.0000000
350	0.9028414	0.9667495	0.0089434	0.0973102	0.3728125	0.9746554	0.3995491	0.2273051	1.0000000
400	0.9028286	0.9681280	0.0089430	0.0973101	0.3731853	0.9746601	0.3995491	0.2273051	1.0000000
450	0.9028254	0.9687154	0.0089429	0.0973100	0.3733338	0.9746619	0.3995491	0.2273051	1.0000000
500	0.9028247	0.9689660	0.0089429	0.0973100	0.3733918	0.9746626	0.3995491	0.2273051	1.0000000
550	0.9507551	0.9247639	0.0483568	0.0973100	0.3706306	0.9740400	0.3995491	0.2273051	1.0000000
600	0.9844618	0.8154627	0.0596263	0.0973100	0.3589808	0.9733579	0.3995491	0.2273051	1.0000000
650	0.9957272	0.7422859	0.0617066	0.0973100	0.3467836	0.9729841	0.3995491	0.2273051	1.0000000
700	0.9988927	0.7058312	0.0620882	0.0973100	0.3389141	0.9728123	0.3995491	0.2273051	1.0000000
750	0.9997214	0.6892023	0.0621582	0.0973100	0.3348497	0.9727392	0.3995491	0.2273051	1.0000000
800	0.9999310	0.6818562	0.0621710	0.0973100	0.3329894	0.9727094	0.3995491	0.2273051	1.0000000
850	0.9999831	0.6786508	0.0621734	0.0973100	0.3321966	0.9726974	0.3995491	0.2273051	1.0000000
900	0.9999959	0.6772584	0.0621738	0.0973100	0.3318735	0.9726928	0.3995491	0.2273051	1.0000000
950	0.9999990	0.6766541	0.0621739	0.0973100	0.3317455	0.9726909	0.3995491	0.2273051	1.0000000
1000	0.9999998	0.6763917	0.0621739	0.0973100	0.3316957	0.9726902	0.3995491	0.2273051	1.0000000

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	1.0000000	0.6243272	0.0621739	0.0844227	0.3316654	0.9726880	0.3995498	0.1677511	1.0000000
100	1.0000000	0.5849220	0.0621739	0.0676522	0.3316650	0.9726891	0.3995494	0.0970149	1.0000000
150	1.0000000	0.5668597	0.0621739	0.0565516	0.3316648	0.9726895	0.3995492	0.0546156	1.0000000
200	1.0000000	0.5588778	0.0621739	0.0503941	0.3316648	0.9726897	0.3995492	0.0333262	1.0000000
250	1.0000000	0.5553628	0.0621739	0.0472392	0.3316647	0.9726897	0.3995491	0.0234466	1.0000000
300	1.0000000	0.5538154	0.0621739	0.0456909	0.3316647	0.9726898	0.3995491	0.0190520	1.0000000
350	1.0000000	0.5531343	0.0621739	0.0449503	0.3316647	0.9726898	0.3995491	0.0171453	1.0000000
400	1.0000000	0.5528344	0.0621739	0.0446017	0.3316647	0.9726898	0.3995491	0.0163308	1.0000000
450	1.0000000	0.5527024	0.0621739	0.0444394	0.3316647	0.9726898	0.3995491	0.0159864	1.0000000
500	1.0000000	0.5526443	0.0621739	0.0443643	0.3316647	0.9726898	0.3995491	0.0158417	1.0000000
550	1.0000000	0.6044669	0.0621739	0.0572386	0.3316647	0.9726898	0.3995491	0.0753398	1.0000000
600	1.0000000	0.6438688	0.0621739	0.0739816	0.3316647	0.9726898	0.3995491	0.1460480	1.0000000
650	1.0000000	0.6619296	0.0621739	0.0850696	0.3316647	0.9726898	0.3995491	0.1884357	1.0000000
700	1.0000000	0.6699109	0.0621739	0.0912213	0.3316647	0.9726898	0.3995491	0.2097203	1.0000000
750	1.0000000	0.6734256	0.0621739	0.0943735	0.3316647	0.9726898	0.3995491	0.2195978	1.0000000
800	1.0000000	0.6749728	0.0621739	0.0959207	0.3316647	0.9726898	0.3995491	0.2239916	1.0000000
850	1.0000000	0.6756539	0.0621739	0.0966608	0.3316647	0.9726898	0.3995491	0.2258979	1.0000000
900	1.0000000	0.6759538	0.0621739	0.0970091	0.3316647	0.9726898	0.3995491	0.2267123	1.0000000
950	1.0000000	0.6760858	0.0621739	0.0971713	0.3316647	0.9726898	0.3995491	0.2270566	1.0000000
1000	1.0000000	0.6761439	0.0621739	0.0972463	0.3316647	0.9726898	0.3995491	0.2272013	1.0000000

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	1.0000000	0.7232498	0.0164168	0.1041388	0.3367742	0.9656220	0.3536333	0.2536909	0.6872755
100	1.0000000	0.8461121	0.0037845	0.1600112	0.3899391	0.8876675	0.3922031	0.4133833	0.4794771
150	1.0000000	0.9193490	0.0020079	0.2704857	0.5066204	0.7138691	0.4622493	0.6202406	0.4059657
200	1.0000000	0.9319702	0.0020099	0.3861353	0.6202255	0.5417468	0.5090082	0.7718868	0.3820160
250	1.0000000	0.9026114	0.0021430	0.4739466	0.6943099	0.4259141	0.5329233	0.8598077	0.3743362
300	1.0000000	0.8606574	0.0022133	0.5298838	0.7338329	0.3616969	0.5438853	0.9051757	0.3718816
350	1.0000000	0.8255931	0.0022413	0.5619694	0.7527047	0.3297970	0.5486401	0.9270697	0.3710975
400	1.0000000	0.8021712	0.0022513	0.5791772	0.7611309	0.3150032	0.5506370	0.9371969	0.3708471
450	1.0000000	0.7883109	0.0022546	0.5879970	0.7647327	0.3084521	0.5514582	0.9417489	0.3707672
500	1.0000000	0.7806984	0.0022558	0.5923767	0.7662270	0.3056441	0.5517911	0.9437540	0.3707416
550	1.0000000	0.6687318	0.1040675	0.5577777	0.7061248	0.3763305	0.6776186	0.9173478	0.6834580
600	1.0000000	0.5553392	0.0825046	0.4253841	0.5416465	0.6060890	0.6660221	0.7526041	0.8912538
650	1.0000000	0.5693599	0.0689168	0.2937960	0.4277877	0.7893010	0.5645923	0.5478852	0.9647643
700	1.0000000	0.6110452	0.0642892	0.2043797	0.3721112	0.8895370	0.4839973	0.3993000	0.9887138
750	1.0000000	0.6416898	0.0628345	0.1524628	0.3480150	0.9369605	0.4387908	0.3127387	0.9963935
800	1.0000000	0.6591126	0.0623813	0.1247113	0.3381342	0.9578292	0.4168046	0.2676887	0.9988481
850	1.0000000	0.6680468	0.0622394	0.1105949	0.3341923	0.9666381	0.4068771	0.2457596	0.9996321
900	1.0000000	0.6723945	0.0621947	0.1036418	0.3326441	0.9702606	0.4025887	0.2355384	0.9998825
950	1.0000000	0.6744471	0.0621805	0.1002912	0.3320420	0.9717247	0.4007890	0.2309145	0.9999625
1000	1.0000000	0.6753978	0.0621760	0.0987013	0.3318094	0.9723092	0.4000487	0.2288669	0.9999880

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	1.0000000	0.6489967	0.0621739	0.0973316	0.3316654	0.9726880	0.3995498	0.2273098	1.0000000
100	1.0000000	0.6283444	0.0621739	0.0973198	0.3316650	0.9726891	0.3995494	0.2273070	1.0000000
150	1.0000000	0.6188779	0.0621739	0.0973145	0.3316648	0.9726895	0.3995492	0.2273059	1.0000000
200	1.0000000	0.6146945	0.0621739	0.0973120	0.3316648	0.9726897	0.3995492	0.2273054	1.0000000
250	1.0000000	0.6128523	0.0621739	0.0973109	0.3316647	0.9726897	0.3995491	0.2273052	1.0000000
300	1.0000000	0.6120413	0.0621739	0.0973104	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
350	1.0000000	0.6116843	0.0621739	0.0973102	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
400	1.0000000	0.6115272	0.0621739	0.0973101	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
450	1.0000000	0.6114580	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
500	1.0000000	0.6114275	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
550	1.0000000	0.6385928	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
600	1.0000000	0.6592471	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
650	1.0000000	0.6687145	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
700	1.0000000	0.6728983	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
750	1.0000000	0.6747407	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
800	1.0000000	0.6755517	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
850	1.0000000	0.6759088	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
900	1.0000000	0.6760659	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
950	1.0000000	0.6761351	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
1000	1.0000000	0.6761656	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	1.0000000	0.7222004	0.0176792	0.0904478	0.2660660	0.9726880	0.3995498	0.2273098	1.0000000
100	1.0000000	0.8449458	0.0049571	0.0814993	0.2034536	0.9726891	0.3995494	0.2273070	1.0000000
150	1.0000000	0.9264501	0.0026086	0.0755773	0.1732588	0.9726895	0.3995492	0.2273059	1.0000000
200	1.0000000	0.9659255	0.0021779	0.0722926	0.1607383	0.9726897	0.3995492	0.2273054	1.0000000
250	1.0000000	0.9837828	0.0020989	0.0706097	0.1558254	0.9726897	0.3995491	0.2273052	1.0000000
300	1.0000000	0.9917212	0.0020844	0.0697838	0.1539420	0.9726898	0.3995491	0.2273051	1.0000000
350	1.0000000	0.9952302	0.0020817	0.0693888	0.1532274	0.9726898	0.3995491	0.2273051	1.0000000
400	1.0000000	0.9967778	0.0020812	0.0692028	0.1529575	0.9726898	0.3995491	0.2273051	1.0000000
450	1.0000000	0.9974598	0.0020811	0.0691163	0.1528558	0.9726898	0.3995491	0.2273051	1.0000000
500	1.0000000	0.9977602	0.0020811	0.0690762	0.1528175	0.9726898	0.3995491	0.2273051	1.0000000
550	1.0000000	0.9546793	0.0465758	0.0759416	0.2184025	0.9726898	0.3995491	0.2273051	1.0000000
600	1.0000000	0.8362859	0.0592979	0.0848699	0.2810091	0.9726898	0.3995491	0.2273051	1.0000000
650	1.0000000	0.7542775	0.0616464	0.0907827	0.3112017	0.9726898	0.3995491	0.2273051	1.0000000
700	1.0000000	0.7122645	0.0620771	0.0940631	0.3237214	0.9726898	0.3995491	0.2273051	1.0000000
750	1.0000000	0.6925056	0.0621561	0.0957441	0.3286339	0.9726898	0.3995491	0.2273051	1.0000000
800	1.0000000	0.6834988	0.0621706	0.0965691	0.3305173	0.9726898	0.3995491	0.2273051	1.0000000
850	1.0000000	0.6794480	0.0621733	0.0969638	0.3312318	0.9726898	0.3995491	0.2273051	1.0000000
900	1.0000000	0.6776380	0.0621738	0.0971495	0.3315017	0.9726898	0.3995491	0.2273051	1.0000000
950	1.0000000	0.6768322	0.0621739	0.0972360	0.3316034	0.9726898	0.3995491	0.2273051	1.0000000
1000	1.0000000	0.6764743	0.0621739	0.0972760	0.3316416	0.9726898	0.3995491	0.2273051	1.0000000

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	0.7042089	0.7171189	0.0215477	0.0973316	0.3489334	0.9726880	0.3995498	0.2273098	1.0000000
100	0.4961961	0.8266426	0.0099316	0.0973198	0.4527225	0.9726891	0.3995494	0.2273070	1.0000000
150	0.4266745	0.8877332	0.0077874	0.0973145	0.5938774	0.9726895	0.3995492	0.2273059	1.0000000
200	0.4071395	0.8810167	0.0073941	0.0973120	0.6974894	0.9726897	0.3995492	0.2273054	1.0000000
250	0.4020256	0.8395940	0.0073219	0.0973109	0.7544723	0.9726897	0.3995491	0.2273052	1.0000000
300	0.4007322	0.7979225	0.0073087	0.0973104	0.7814376	0.9726898	0.3995491	0.2273051	1.0000000
350	0.4004109	0.7684924	0.0073063	0.0973102	0.7931487	0.9726898	0.3995491	0.2273051	1.0000000
400	0.4003319	0.7507948	0.0073058	0.0973101	0.7979772	0.9726898	0.3995491	0.2273051	1.0000000
450	0.4003126	0.7410680	0.0073057	0.0973100	0.7999041	0.9726898	0.3995491	0.2273051	1.0000000
500	0.4003079	0.7360170	0.0073057	0.0973100	0.8006572	0.9726898	0.3995491	0.2273051	1.0000000
550	0.6960978	0.6945893	0.0479319	0.0973100	0.7623803	0.9726898	0.3995491	0.2273051	1.0000000
600	0.9041103	0.6230744	0.0595480	0.0973100	0.6134111	0.9726898	0.3995491	0.2273051	1.0000000
650	0.9736318	0.6206731	0.0616922	0.0973100	0.4769159	0.9726898	0.3995491	0.2273051	1.0000000
700	0.9931669	0.6419617	0.0620855	0.0973100	0.3977354	0.9726898	0.3995491	0.2273051	1.0000000
750	0.9982807	0.6582089	0.0621577	0.0973100	0.3596679	0.9726898	0.3995491	0.2273051	1.0000000
800	0.9995742	0.6672935	0.0621709	0.0973100	0.3430365	0.9726898	0.3995491	0.2273051	1.0000000
850	0.9998954	0.6719138	0.0621733	0.0973100	0.3361598	0.9726898	0.3995491	0.2273051	1.0000000
900	0.9999744	0.6741709	0.0621738	0.0973100	0.3334110	0.9726898	0.3995491	0.2273051	1.0000000
950	0.9999938	0.6752487	0.0621739	0.0973100	0.3323355	0.9726898	0.3995491	0.2273051	1.0000000
1000	0.9999985	0.6757555	0.0621739	0.0973100	0.3319205	0.9726898	0.3995491	0.2273051	1.0000000

0	1.0000000	0.6761575	0.0621739	0.0973573	0.3316665	0.9726853	0.3995509	0.2273164	1.0000000
50	1.0000000	0.7112844	0.0290627	0.1032977	0.3360288	0.9675955	0.3209463	0.2506766	0.7162799
100	1.0000000	0.7836114	0.0367134	0.1496158	0.3769403	0.9116030	0.3030314	0.3925725	0.5277543
150	1.0000000	0.7753257	0.0568940	0.2379382	0.4629759	0.7883218	0.3310664	0.5834132	0.4610609
200	1.0000000	0.7101016	0.0709045	0.3293197	0.5479292	0.6621576	0.3561674	0.7289732	0.4393324
250	1.0000000	0.6379908	0.0775151	0.3985804	0.6047932	0.5740511	0.3704550	0.8160480	0.4323649
300	1.0000000	0.5805894	0.0801109	0.4427394	0.6358113	0.5237353	0.3773939	0.8620651	0.4301380
350	1.0000000	0.5419727	0.0810389	0.4681031	0.6508685	0.4981786	0.3805147	0.8846824	0.4294266
400	1.0000000	0.5187207	0.0813544	0.4817229	0.6576718	0.4861282	0.3818579	0.8952930	0.4291995
450	1.0000000	0.5057515	0.0814588	0.4887107	0.6606049	0.4807249	0.3824199	0.9001150	0.4291269
500	1.0000000	0.4988974	0.0814928	0.4921834	0.6618294	0.4783867	0.3826506	0.9022574	0.4291038
550	1.0000000	0.4766330	0.1110296	0.4651329	0.6154865	0.5260386	0.5607090	0.8731701	0.7128165
600	1.0000000	0.4873683	0.0819756	0.3611776	0.4919292	0.6951858	0.6015093	0.7122913	0.9013397
650	1.0000000	0.5481728	0.0685002	0.2564781	0.4057239	0.8324991	0.5330628	0.5211208	0.9680323
700	1.0000000	0.6042448	0.0641279	0.1845565	0.3630926	0.9085947	0.4697678	0.3843756	0.9897606
750	1.0000000	0.6394455	0.0627793	0.1424599	0.3444600	0.9449575	0.4326651	0.3051778	0.9967280
800	1.0000000	0.6583656	0.0623631	0.1198222	0.3367573	0.9610881	0.4142437	0.2640752	0.9989549
850	1.0000000	0.6677993	0.0622335	0.1082549	0.3336639	0.9679422	0.4058272	0.2440973	0.9996663
900	1.0000000	0.6723138	0.0621928	0.1025377	0.3324424	0.9707764	0.4021642	0.2347937	0.9998934
950	1.0000000	0.6744215	0.0621799	0.0997754	0.3319652	0.9719270	0.4006191	0.2305872	0.9999660
1000	1.0000000	0.6753900	0.0621758	0.0984620	0.3317803	0.9723881	0.3999812	0.2287250	0.9999891
