"Time"	alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
700	0.5858521	0.4592777	0.0195904	0.0792178	0.2466039	0.6587960	0.2456500	0.1053171	0.8287032
750	0.6451012	0.6347453	0.0235401	0.0996949	0.3301721	0.8296394	0.2334325	0.1266605	0.8820784
800	0.7693202	0.4531721	0.0894871	0.0755346	0.2207731	0.7217611	0.3296054	0.1003999	0.8471497
850	0.7069930	0.4359681	0.0476447	0.0689225	0.2026807	0.7264922	0.2734581	0.1424715	0.6288410
900	0.6868240	0.3895939	0.0522334	0.0593259	0.2038440	0.6243377	0.2641432	0.1651329	0.6405298
950	0.5891419	0.5543296	0.0695843	0.1033728	0.1705912	0.7332293	0.3852663	0.1709727	0.6613674
1000	0.7635051	0.4442265	0.0181314	0.0936845	0.1904963	0.7216105	0.2832306	0.2475613	0.6676091

0	0.7905734	0.5427426	0.0727849	0.0355841	0.2865135	0.6391582	0.2078539	0.1461572	0.8972320
50	0.6943038	0.5257789	0.0106729	0.0853720	0.1687973	0.6988894	0.2855602	0.1458286	0.6915670
100	0.7892905	0.7109401	0.0006534	0.0445166	0.0957640	0.8679590	0.3100410	0.1668633	0.7761519
150	0.7068251	0.6964842	0.0026437	0.0266558	0.0270413	0.7406671	0.2339451	0.1622823	0.6981260
200	0.7824086	0.7148871	0.0004334	0.0143918	0.0457100	0.7017936	0.2279408	0.0930967	0.6597076
250	0.7906511	0.7215683	0.0013692	0.0299646	0.0395407	0.6485659	0.2507680	0.1448446	0.5911889
300	0.7814609	0.6475340	0.0004178	0.0102670	0.0193379	0.8819470	0.2917081	0.1437187	0.7107890
350	0.6974929	0.7186631	0.0033748	0.0145955	0.0442895	0.6508114	0.3622475	0.1220467	0.7618058
400	0.7709225	0.5978147	0.0008703	0.0198567	0.0324795	0.7076739	0.2620167	0.1241669	0.6926206
450	0.7597226	0.6912810	0.0048061	0.0386505	0.0245083	0.7363297	0.2714853	0.1018437	0.8379629
500	0.8872420	0.6677930	0.0013561	0.0251160	0.0503454	0.6539679	0.2540942	0.0925767	0.7760096
550	0.5968955	0.6946010	0.0403953	0.0309911	0.1446912	0.8684041	0.1821589	0.1045299	0.8568691
600	0.7718413	0.6839199	0.0335574	0.0598843	0.1364428	0.5845405	0.2667740	0.1336547	0.7639336
650	0.7007746	0.7545703	0.0418393	0.0640843	0.1849696	0.6878299	0.2031092	0.1575543	0.7521581
700	0.9287789	0.5689348	0.0380609	0.0509919	0.2113134	0.6827029	0.2693791	0.1267309	0.8767601
750	0.6339181	0.5477305	0.0513477	0.0373009	0.2246283	0.7345289	0.2510740	0.1686272	0.8461944
800	0.6588557	0.4749332	0.0394612	0.0884949	0.1759784	0.8234974	0.2274926	0.1650166	0.8116847
850	0.8242901	0.5671457	0.0540587	0.0520409	0.2142655	0.9816082	0.3141569	0.1625316	0.7532764
900	0.6602162	0.5441458	0.0539134	0.0498952	0.3118277	0.7772399	0.3335483	0.1175269	0.5514617
950	0.6996863	0.4767161	0.0506158	0.0496546	0.1895633	0.7122490	0.3425782	0.2080222	0.8280614
1000	0.7204227	0.5614595	0.0761639	0.0796310	0.3281929	0.7070106	0.3560497	0.1517365	0.6023146

0	0.8084865	0.4258706	0.0435728	0.0556474	0.1943666	0.6162738	0.1973817	0.1485774	0.8512513
50	0.6818325	0.6770507	0.0309428	0.0536007	0.2255616	0.7494391	0.2893366	0.1159324	0.6164837
100	0.5886766	0.7280975	0.0033589	0.0658474	0.3082331	0.6225580	0.3486733	0.1213911	0.7575195
150	0.6100321	0.6834172	0.0013356	0.0429060	0.2404588	0.7557510	0.2900165	0.1648819	0.6763239
200	0.6732781	0.6675131	0.0137634	0.0841275	0.2717774	0.8312320	0.2691091	0.1203477	0.5737792
250	0.6519702	0.7668523	0.0046068	0.0533384	0.2224597	0.7454677	0.3480201	0.1711852	0.6732773
300	0.6667340	0.7719966	0.0082186	0.0686767	0.2946591	0.6691496	0.3711980	0.1984194	0.7496083
350	0.7801322	0.7079489	0.0053352	0.0815477	0.2750605	0.7822384	0.3641403	0.1438518	0.7832064
400	0.7119979	0.7522966	0.0100120	0.1232991	0.2247129	0.6384352	0.3467880	0.1726234	0.8996376
450	0.6632771	0.6657712	0.0074690	0.0593227	0.2434039	0.5486110	0.3977689	0.1347661	0.6950716
500	0.7234410	0.6135301	0.0063877	0.0255370	0.2864957	0.7001908	0.2872317	0.1649084	0.8677652
550	0.7404208	0.5924454	0.0340325	0.0685546	0.2632743	0.5689209	0.4093890	0.1610104	0.8157108
600	0.7416537	0.4933628	0.0936653	0.0867433	0.2694495	0.7297148	0.2977650	0.2018518	0.6125090
650	0.6477122	0.5004215	0.0410615	0.0870503	0.2724392	0.6524900	0.3936854	0.1956413	0.7272548
700	0.6678943	0.4992961	0.0385409	0.0829257	0.2157912	0.6933026	0.3159579	0.1980514	0.6807051
750	0.6787365	0.5044973	0.0265498	0.0891834	0.2409412	0.7278629	0.3185554	0.1523690	0.7264878
800	0.5995181	0.5790740	0.0315754	0.1037982	0.1815044	0.6284833	0.3434676	0.1362235	0.6809047
850	0.6087054	0.5222842	0.0303151	0.0861689	0.1767431	0.7049099	0.3692902	0.1953287	0.7783365
900	0.8059704	0.6177468	0.0607000	0.0407853	0.2574369	0.6738769	0.2804770	0.1588915	0.7250979
950	0.7882766	0.5037818	0.0695198	0.0573732	0.2143424	0.7660581	0.2392735	0.2627368	0.6382876
1000	0.8408398	0.5186112	0.0418623	0.0694905	0.2704644	0.7076490	0.3151603	0.2560113	0.6459543

0	0.9952964	0.6063772	0.0440042	0.0427157	0.2639973	0.6204025	0.3565273	0.1135987	0.9072859
50	0.7478129	0.3748900	0.0905244	0.0545724	0.2435376	0.6747145	0.2059870	0.1427597	0.6978510
100	0.6417067	0.3579722	0.0316469	0.0224774	0.2570095	0.7154841	0.2104410	0.0340151	0.7928987
150	0.7574359	0.5072381	0.0450477	0.0497361	0.2899315	0.7009582	0.2760264	0.0272332	0.7476151
200	0.5602208	0.4168612	0.0507900	0.0250105	0.3212258	0.8756032	0.2459331	0.0052963	0.6924690
250	0.7144604	0.4870145	0.0560961	0.0514100	0.2598600	0.7567573	0.3766845	0.0014505	0.6852122
300	0.6920461	0.4148030	0.0188927	0.0355200	0.2708080	0.7032909	0.2502798	0.0093878	0.6984929
350	0.7901220	0.3619873	0.0318225	0.0118898	0.2135311	0.6344184	0.3158244	0.0087650	0.7476729
400	0.6654184	0.3682536	0.0420199	0.0308425	0.2230516	0.8394911	0.3607871	0.0074246	0.8451926
450	0.6483982	0.4437673	0.0420141	0.0493142	0.2593248	0.5991601	0.2389715	0.0314272	0.7015841
500	0.7268139	0.3257204	0.0725881	0.0429010	0.3640379	0.7704624	0.2697878	0.0289370	0.6973269
550	0.6178795	0.4779765	0.0594949	0.0179709	0.3281998	0.6025288	0.3040841	0.0753980	0.8439970
600	0.5822589	0.3774625	0.0261848	0.0227115	0.2562606	0.5378370	0.2287710	0.1078475	0.8227473
650	0.7063924	0.4564971	0.0262337	0.0383997	0.2765133	0.8089696	0.1769542	0.1020902	0.7057805
700	0.7164266	0.4489625	0.0426181	0.0406331	0.2218081	0.6511758	0.2419994	0.1242141	0.6594571
750	0.7943637	0.5462554	0.0492395	0.0505113	0.2087340	0.6953596	0.2855073	0.1255496	0.7178568
800	0.6981256	0.4902942	0.0349449	0.1054855	0.2588046	0.7657500	0.3429782	0.1555059	0.6552717
850	0.6897622	0.4901934	0.0766764	0.0706736	0.3018136	0.6189957	0.3259912	0.1865539	0.6117555
900	0.7683632	0.5755412	0.1084734	0.0748746	0.2077849	0.6166798	0.3189730	0.1904886	0.7298586
950	0.7252866	0.4331191	0.0587407	0.0452004	0.2033271	0.6797881	0.4227190	0.1826845	0.5595351
1000	0.8023866	0.4977121	0.0198453	0.1205889	0.2446811	0.7073749	0.3644091	0.2354069	0.7504634

0	0.6618387	0.6534424	0.1027321	0.1172728	0.2633774	0.5725363	0.3096105	0.1129630	0.8606930
50	0.7105017	0.3886473	0.0153902	0.1107377	0.2212079	0.8008069	0.2750136	0.1769208	0.5435362
100	0.7075048	0.5498346	0.0039015	0.0975865	0.2096134	0.6250054	0.3074191	0.2517234	0.3499264
150	0.7610877	0.6804647	0.0019497	0.1339359	0.3901325	0.5189359	0.3361572	0.4866348	0.3042059
200	0.5711716	0.6772714	0.0034228	0.2612842	0.5185116	0.4352447	0.3214232	0.5436336	0.2622458
250	0.6153355	0.8079701	0.0019575	0.4573946	0.4056707	0.3108082	0.3375055	0.5787595	0.3271416
300	0.7301617	0.6268516	0.0036153	0.6439338	0.6160721	0.2534742	0.3746828	0.7441431	0.2801159
350	0.6742345	0.6557083	0.0008570	0.3204991	0.4105072	0.1552466	0.3605638	0.7779710	0.2623026
400	0.7827405	0.6513125	0.0042057	0.4842264	0.4761373	0.2650513	0.2731578	0.6220050	0.2384907
450	0.6698210	0.6444681	0.0000000	0.4074573	0.4942586	0.3386248	0.3815860	0.7561524	0.2807624
500	0.6778922	0.6091342	0.0040175	0.4703288	0.6379559	0.1871415	0.3503971	0.6668055	0.3120040
550	0.7584681	0.4708066	0.0683080	0.4105935	0.6036955	0.2812473	0.4470513	0.6524123	0.5657930
600	0.6695460	0.3867107	0.0571015	0.3622795	0.4591005	0.5258896	0.5081678	0.5309087	0.5059364
650	0.6757381	0.4806781	0.0602987	0.1892582	0.2625055	0.4997555	0.4690478	0.4591911	0.6954430
700	0.7112790	0.5604999	0.0264600	0.1920910	0.2607907	0.5678914	0.3056399	0.2705213	0.8026964
750	0.7903449	0.4278357	0.0460110	0.1602088	0.2201974	0.6101382	0.3128771	0.2141773	0.7032575
800	0.7907734	0.5427039	0.0725210	0.0822752	0.2191849	0.7700868	0.2803901	0.1521986	0.7877263
850	0.7403398	0.4721137	0.0695336	0.0853151	0.1723916	0.6575467	0.3045420	0.1200181	0.8187040
900	0.7721052	0.4306056	0.0404627	0.0792445	0.2888753	0.7010273	0.2344192	0.1232756	0.7848109
950	0.6897749	0.4635284	0.0273448	0.0663012	0.1969131	0.7544619	0.2657048	0.1559458	0.7573598
1000	0.7838520	0.3840608	0.0430200	0.0674389	0.1943695	0.6879582	0.2276643	0.1579926	0.6350909

0	0.7893049	0.4807614	0.0447280	0.0668901	0.1894441	0.5526444	0.2801093	0.1708059	0.7164089
50	0.6874054	0.4946918	0.0280276	0.0924124	0.1989677	0.6541537	0.4030370	0.1663949	0.6431450
100	0.8036366	0.4473352	0.0295792	0.1163325	0.2413098	0.7016664	0.2804137	0.2262388	0.6715864
150	0.7528133	0.3214551	0.0572503	0.0916965	0.2341845	0.8626397	0.4053929	0.1673510	0.7427000
200	0.7066432	0.4752750	0.0673159	0.0435682	0.2420122	0.7124301	0.2801309	0.1233198	0.7856859
250	0.8118094	0.4443746	0.0376381	0.0551041	0.2572853	0.6398873	0.2524462	0.1370647	0.6547437
300	0.7454144	0.5138153	0.0555669	0.0922148	0.1883584	0.6507538	0.4253534	0.1630393	0.6087119
350	0.7003567	0.5966132	0.0267225	0.1067860	0.1860393	0.5799009	0.3671485	0.2329801	0.7633304
400	0.7180927	0.5020565	0.0545189	0.1265495	0.2632638	0.6985271	0.1918336	0.2240696	0.7200258
450	0.6288972	0.3417977	0.0512201	0.1136896	0.3170195	0.6383921	0.3404103	0.1536762	0.5811436
500	0.8359386	0.4854539	0.0677195	0.0755580	0.3095905	0.6097997	0.3847428	0.1997531	0.6082901
550	0.8449543	0.4536763	0.0484476	0.0546444	0.2037165	0.6412150	0.3184509	0.1871348	0.7696704
600	0.8270086	0.4051331	0.0243799	0.0555762	0.2031493	0.7723901	0.2484064	0.2284302	0.7054634
650	0.6908380	0.4582580	0.0465724	0.0748881	0.2631278	0.6411105	0.2177254	0.1947067	0.8467734
700	0.6992632	0.4853908	0.0462450	0.1093631	0.1861147	0.7328504	0.2942563	0.1318630	0.6891815
750	0.6519259	0.4573540	0.0603991	0.0893280	0.1814021	0.6052924	0.3871662	0.1201565	0.7108434
800	0.8529294	0.5447480	0.0217378	0.0857498	0.2034239	0.6332463	0.2430281	0.2198033	0.8373750
850	0.7294627	0.5163233	0.0535868	0.0987356	0.2101914	0.7877519	0.2443778	0.1648128	0.6969042
900	0.8660665	0.4439606	0.0484092	0.0566499	0.2076780	0.6612042	0.3034538	0.1478276	0.6340247
950	0.7187508	0.5049725	0.0622638	0.0885624	0.2359368	0.7592382	0.2598224	0.2197425	0.7049886
1000	0.6301180	0.4058054	0.0603355	0.0816342	0.2752347	0.6241741	0.1998944	0.1517023	0.8144848

0	0.8399472	0.4782923	0.1136400	0.0922734	0.1913970	0.6406300	0.2177125	0.0869606	0.8354462
50	0.8686954	0.5394033	0.0068243	0.0768517	0.2153924	0.8088974	0.3099398	0.0963510	0.7365549
100	0.7542941	0.6460846	0.0052806	0.0376846	0.1099835	0.8591451	0.1822433	0.1488076	0.6810232
150	0.6238549	0.6176694	0.0006977	0.0762522	0.1558118	0.7049113	0.3148277	0.2013570	0.6944598
200	0.6903720	0.7373187	0.0002049	0.0295071	0.1083913	0.8508417	0.1881914	0.1615511	0.6519929
250	0.7280627	0.7910924	0.0032783	0.0317281	0.1082806	0.6799767	0.3352633	0.1892020	0.7720691
300	0.8210520	0.6767762	0.0020820	0.0514033	0.0976184	0.7913888	0.2671684	0.1529564	0.8018197
350	0.6871769	0.5890531	0.0029256	0.0372006	0.1088637	0.8765594	0.2598009	0.1613270	0.6890035
400	0.7493228	0.6860825	0.0132244	0.0509690	0.0939523	0.7821768	0.2930231	0.1650733	0.7403404
450	0.6462360	0.8103357	0.0002548	0.0581499	0.0862742	0.6786601	0.2554007	0.1874436	0.7347218
500	0.5842979	0.7254616	0.0067667	0.0522538	0.0824331	0.6789327	0.3306839	0.1788233	0.6634183
550	0.7127156	0.7664924	0.0708817	0.0551733	0.1329131	0.6859882	0.2518204	0.1291245	0.7302410
600	0.9203056	0.5708665	0.0558436	0.0426535	0.1567780	0.7789264	0.2895882	0.1790679	0.7412104
650	0.7609066	0.6239244	0.0451173	0.0800216	0.2217751	0.6695440	0.2347007	0.2313671	0.5995928
700	0.7857829	0.6484543	0.0328413	0.0589080	0.2406588	0.6279269	0.3866836	0.2054493	0.6062624
750	0.6112872	0.4413770	0.0493240	0.0669182	0.1782659	0.6795255	0.3409915	0.2629224	0.6624096
800	0.6735380	0.5457256	0.0509393	0.0608093	0.2442530	0.7031824	0.2104472	0.2051011	0.7469994
850	0.5886437	0.5254575	0.0435845	0.0690581	0.2105815	0.7576479	0.3076663	0.1017660	0.7618960
900	0.7297317	0.5040320	0.0256351	0.0638246	0.2619395	0.7367559	0.2477882	0.1409719	0.7607890
950	0.7473885	0.5530322	0.0182342	0.0612289	0.2261248	0.6320053	0.2196313	0.1407083	0.7949176
1000	0.6227140	0.6601784	0.0413459	0.0871505	0.2168656	0.7924296	0.3510346	0.1387226	0.6435356

0	0.7276750	0.6264166	0.0841349	0.0750738	0.2673900	0.7039765	0.2699965	0.1530708	0.8535355
50	0.5896995	0.5213147	0.0274629	0.0467556	0.2310263	0.8214256	0.2922400	0.1368480	0.7786145
100	0.4047335	0.7177636	0.0009610	0.0681394	0.3456244	0.7947556	0.2366515	0.1304759	0.8539158
150	0.3009915	0.6604981	0.0064385	0.0483301	0.4614514	0.8563839	0.2157611	0.1514899	0.5936717
200	0.4023221	0.6245338	0.0005782	0.1059447	0.4459431	0.9142741	0.2941022	0.1431641	0.7007571
250	0.3503029	0.6530254	0.0039429	0.0444693	0.5250697	0.7850854	0.2519139	0.1475176	0.6421736
300	0.2890050	0.4918351	0.0187895	0.0681774	0.5070061	0.7640067	0.2442582	0.1412184	0.7131621
350	0.4268738	0.6321676	0.0032231	0.0920351	0.4840477	0.6995024	0.2766692	0.1977394	0.8119500
400	0.2514010	0.4593969	0.0021619	0.0731052	0.5642174	0.7117263	0.2982487	0.1368758	0.6889440
450	0.2824502	0.4897335	0.0030614	0.0606840	0.6719925	0.8418860	0.2317165	0.1691753	0.6237940
500	0.2594105	0.5052229	0.0014384	0.0492664	0.5682685	0.6251135	0.3334688	0.1744986	0.8936440
550	0.3755410	0.3667313	0.1016986	0.0769411	0.6210120	0.7994029	0.3415712	0.1541134	0.6710688
600	0.6532291	0.3750697	0.0714154	0.0943359	0.4720253	0.8041702	0.2921636	0.1319937	0.6760841
650	0.7565879	0.3844382	0.0624046	0.0907695	0.3323585	0.7145059	0.3021659	0.2038241	0.6978829
700	0.7384358	0.4247383	0.0478788	0.0846310	0.2377282	0.7018917	0.2087602	0.2346167	0.6575123
750	0.7010200	0.5016814	0.0299121	0.0461186	0.2255545	0.6354698	0.2159473	0.1362670	0.7066793
800	0.7806064	0.4679474	0.0412900	0.0902542	0.2473651	0.7169888	0.2220755	0.1781120	0.7475932
850	0.7089855	0.4530668	0.0576479	0.0735106	0.2319568	0.8336420	0.1943177	0.1845508	0.7367739
900	0.9022221	0.5551780	0.0235046	0.0857606	0.2401886	0.7422213	0.3202889	0.1258139	0.6895419
950	0.7949040	0.4860346	0.0920667	0.0453903	0.3160329	0.7512848	0.3151806	0.1699044	0.8122963
1000	0.6694944	0.5130250	0.0297517	0.0648780	0.2183274	0.8524859	0.2090686	0.1574516	0.7872390

0	0.7086759	0.6413354	0.0543703	0.0871334	0.2849697	0.6362111	0.2510866	0.1144315	0.7533844
50	0.8002123	0.6361634	0.0169821	0.1174765	0.1677262	0.5752217	0.2218678	0.1343199	0.5166570
100	0.7532003	0.5666736	0.0435204	0.1862238	0.3839063	0.5921590	0.3001756	0.3912676	0.4488737
150	0.7518426	0.5621635	0.0300609	0.1825275	0.4619077	0.5381068	0.2745697	0.5660810	0.3129090
200	0.7596327	0.5776758	0.0656199	0.2442082	0.4354321	0.4002421	0.2372521	0.5502401	0.2796997
250	0.7893252	0.4238213	0.0621064	0.3306691	0.5018929	0.3921746	0.2200422	0.6187750	0.2594423
300	0.6477396	0.4283607	0.0515447	0.3744230	0.4421854	0.4152446	0.2509989	0.6508728	0.2812020
350	0.6348833	0.2399803	0.0430689	0.3045234	0.5481338	0.3186668	0.2870904	0.7060227	0.2878803
400	0.6317999	0.3879905	0.0348198	0.3737150	0.4031492	0.3260599	0.2182720	0.7449452	0.2815540
450	0.6558198	0.2769779	0.0836181	0.4061949	0.5769846	0.3751692	0.3389216	0.7285975	0.2572751
500	0.7709786	0.4358739	0.0499316	0.3391163	0.4438832	0.3694130	0.2802575	0.6496948	0.2745676
550	0.7914929	0.2990487	0.0807698	0.3097409	0.4420221	0.2925071	0.5016660	0.6481407	0.5625466
600	0.8429270	0.2770287	0.1107718	0.3433264	0.3930147	0.4920630	0.3914458	0.4790988	0.7161916
650	0.7524075	0.3594114	0.0515654	0.3438435	0.2637937	0.5952796	0.3652377	0.3126052	0.6915008
700	0.8498920	0.4415583	0.0798018	0.1705853	0.2176801	0.6607917	0.2974431	0.2628806	0.7015650
750	0.6961976	0.3725077	0.0322064	0.1375338	0.2630965	0.6932146	0.3358578	0.1878305	0.6680434
800	0.7031754	0.4277227	0.0428909	0.0746963	0.2915151	0.7696534	0.3337012	0.2815468	0.6319470
850	0.6628693	0.3921542	0.0404459	0.1310025	0.2545711	0.7425379	0.3116224	0.2965325	0.7269472
900	0.6445378	0.4835185	0.0368177	0.0787294	0.2519021	0.7515177	0.3818358	0.1820447	0.6979854
950	0.6470586	0.4604921	0.1017604	0.0533446	0.1897249	0.7302564	0.2560799	0.1912387	0.6754074
1000	0.7021277	0.4679511	0.0672665	0.0588421	0.2706598	0.6301811	0.2648531	0.1651359	0.7674706
