"Time"	alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
250	0.7530811	0.5442799	0.0413557	0.1245073	0.1523194	0.9868826	0.4023804	0.2207149	1.0008883
300	0.6756676	0.6882033	0.0642798	0.1266722	0.1356600	0.8989328	0.4514244	0.2176344	0.9587370
350	0.7094274	0.6643709	0.0579426	0.1220694	0.1020367	0.8656685	0.4662696	0.2360295	0.9690127
400	0.7280422	0.6328293	0.0613067	0.1282972	0.0924709	0.9604593	0.4526655	0.2370584	0.9836799
450	0.6055704	0.7562064	0.0394295	0.1224760	0.1017905	0.9869774	0.4459338	0.2364051	1.2041022
500	0.6568005	0.7341634	0.0686716	0.0965267	0.1105657	0.9605598	0.4000736	0.1737465	1.0395286
550	0.8065509	0.7924120	0.0633066	0.0610911	0.2882859	0.9707671	0.3649676	0.1801748	1.1088017
600	0.9711198	0.6608477	0.0522186	0.0729649	0.3862118	0.9851152	0.3661244	0.1682261	0.9999874
650	1.0672514	0.6624947	0.0589103	0.0717351	0.3849942	0.9625974	0.3923226	0.1517107	1.0050221
700	0.9261545	0.6653391	0.0449788	0.0925295	0.3550984	0.8801225	0.3805573	0.2196102	1.0265756
750	0.9758950	0.7093022	0.0558192	0.1105075	0.3800728	0.9592356	0.3439438	0.1932962	1.1606511
800	1.0233040	0.6245263	0.0734668	0.0995571	0.3237863	0.9921855	0.3732850	0.1322502	1.0071709
850	0.9624701	0.6668647	0.0604050	0.1008573	0.3112753	1.0065063	0.3624041	0.1728801	0.9508189
900	1.0444062	0.6201833	0.0656666	0.1065950	0.3575914	0.9501221	0.4282840	0.2194486	0.9144289
950	0.9948469	0.6619127	0.0664587	0.1114740	0.2962322	0.9527347	0.5007170	0.2279545	0.9674164
1000	0.9831074	0.5382481	0.0552348	0.1165019	0.2604528	0.9116078	0.4617311	0.2782102	0.9808314

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	1.0333019	0.8437153	0.0123840	0.0866881	0.1926924	0.9580047	0.3108573	0.1694267	0.9475896
100	1.0425246	0.9405392	0.0010697	0.0550579	0.1209816	1.0009337	0.3522097	0.2176990	1.0572838
150	1.0547575	0.9596359	0.0030608	0.0396501	0.0836675	0.9630440	0.3296305	0.1841590	1.0750802
200	0.9708306	1.0268962	0.0006829	0.0339435	0.0648549	1.0211151	0.3034639	0.1706354	0.9305736
250	0.9617544	1.0916315	0.0036659	0.0252517	0.0685064	0.9954361	0.4062186	0.2269925	0.8413443
300	1.0388916	1.0106699	0.0011727	0.0328227	0.0362673	1.0152666	0.4362022	0.2503044	1.0513679
350	1.0838211	1.0196065	0.0016412	0.0192044	0.0507126	1.0102698	0.4182706	0.1703966	1.0031455
400	1.0541055	0.9166987	0.0012648	0.0286125	0.0379528	1.0954580	0.3643959	0.1538851	1.1314240
450	1.0663518	1.0085861	0.0014676	0.0262598	0.0474786	0.9990276	0.3241150	0.1354526	0.9968881
500	1.0030948	1.0714772	0.0021819	0.0279318	0.0633644	0.9190119	0.2997447	0.1267258	1.0171056
550	0.9052981	0.9392374	0.0355438	0.0389839	0.1903556	0.9807425	0.3711220	0.1296414	0.9745568
600	0.9398433	0.8552640	0.0704447	0.0647679	0.2440785	0.9511680	0.3279760	0.1693476	1.1471576
650	0.9694474	0.8345759	0.0348989	0.0995202	0.2787341	0.9566617	0.3212258	0.2199531	1.1218118
700	1.0526397	0.8693981	0.0608474	0.0784882	0.3612945	0.9643010	0.3280322	0.1677485	1.0941877
750	1.0857911	0.8175627	0.0723527	0.0718903	0.3305485	0.9292913	0.3513712	0.1865457	1.0999320
800	0.9651344	0.7154093	0.0496844	0.0931225	0.2718669	0.9926361	0.3105512	0.1708429	0.9192674
850	1.0867704	0.7302037	0.0819823	0.0759707	0.3067720	1.1579826	0.3854395	0.1725587	0.9871519
900	0.9401673	0.6776185	0.0779841	0.0809754	0.3375719	1.1237320	0.4165432	0.2036449	0.8703425
950	1.0084087	0.6152625	0.0902024	0.0796099	0.3433643	0.9193434	0.4210323	0.2824611	0.9273997
1000	0.9820591	0.7316244	0.0731036	0.0906052	0.4285746	0.9198155	0.4762348	0.2565126	0.9171761

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	0.9475651	0.8598232	0.0221344	0.1098084	0.2982496	0.8875603	0.3904670	0.1784263	0.9871746
100	0.8913658	0.9399426	0.0056641	0.0920665	0.3064076	0.8832946	0.4219548	0.1695522	0.9807135
150	0.8963504	0.9768118	0.0066247	0.0834530	0.3482312	0.9451288	0.4663542	0.1958646	0.9474590
200	0.9161556	0.9710995	0.0108987	0.0839372	0.3610744	0.9563629	0.4101771	0.2041385	0.9522252
250	0.8887095	0.9680900	0.0107770	0.0796034	0.3436063	0.9452685	0.4728364	0.1976014	1.0249544
300	0.9153980	0.9506666	0.0052628	0.0865893	0.3407027	0.9911973	0.4967524	0.2299981	1.0226473
350	1.0412491	0.8918048	0.0085160	0.1058760	0.3475486	0.9587521	0.4734430	0.2446204	0.9594952
400	0.9487982	0.9648622	0.0089796	0.0808762	0.3024034	0.9053461	0.4476026	0.2506336	1.0136700
450	0.9504946	0.8828347	0.0073654	0.0743652	0.3269864	0.8673415	0.4518975	0.2362901	1.0513150
500	1.0077839	0.8152240	0.0111002	0.0707694	0.3685157	0.9954617	0.4209655	0.2229658	1.0305368
550	1.0582694	0.8642643	0.0712190	0.0539991	0.3504016	0.9058445	0.4074246	0.2472529	1.0334355
600	1.0063269	0.7882097	0.0834044	0.0834847	0.3377124	0.9786881	0.4003435	0.2353131	0.9785210
650	0.8983062	0.6776138	0.0426153	0.0956299	0.3500070	0.9036182	0.4109770	0.2615527	0.9490641
700	0.8844843	0.6525845	0.0518039	0.1301812	0.3488810	1.0037320	0.4097333	0.2442072	1.0249174
750	0.9324094	0.7622598	0.0446278	0.1344498	0.3465981	0.9917348	0.3897408	0.2296269	1.0238650
800	0.9557593	0.8427648	0.0543252	0.1204902	0.3149809	0.9360844	0.4296455	0.1897244	0.9825496
850	0.9627195	0.7926343	0.0345221	0.1128007	0.3660897	0.9962392	0.4667442	0.2536683	1.0048352
900	1.0715675	0.7573075	0.0599285	0.0951037	0.4002405	0.9587331	0.3652270	0.2845424	0.9615299
950	1.0598221	0.6529412	0.0832585	0.0820470	0.3273954	0.9844414	0.3667523	0.3364332	0.9272438
1000	1.1311068	0.7382956	0.0568542	0.1030554	0.3458918	0.9997281	0.4012220	0.3289841	0.9696928

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	0.9433972	0.5375054	0.0923425	0.0588577	0.3438861	0.9702930	0.2971532	0.1277239	0.9750495
100	0.9457615	0.5420790	0.0490887	0.0588663	0.3384912	1.0103693	0.3504729	0.0776166	0.9624674
150	0.9776955	0.5818029	0.0394821	0.0533870	0.4030683	0.9788699	0.4451641	0.0370948	0.9666750
200	0.8737549	0.6761165	0.0536665	0.0342066	0.3654819	1.0605380	0.4244524	0.0071693	0.9619263
250	1.0191272	0.5456698	0.0767806	0.0334815	0.3419737	1.0318177	0.4797569	0.0029395	1.0674687
300	0.9492350	0.5498911	0.0502182	0.0331641	0.3344519	0.9773115	0.3893467	0.0059872	1.0293482
350	0.9493772	0.5646222	0.0532870	0.0231614	0.3195846	0.9969927	0.4410094	0.0178233	1.0102373
400	0.9286584	0.5479415	0.0692120	0.0602654	0.3428108	1.0348889	0.4339011	0.0088933	1.0653145
450	0.9569323	0.5581468	0.0514417	0.0589845	0.3993606	0.9563916	0.4023118	0.0311265	1.0670430
500	0.9653119	0.5160156	0.0977677	0.0422939	0.3814864	0.9548644	0.3874169	0.0253709	0.9693715
550	0.9179220	0.5383384	0.0711570	0.0332084	0.3901776	0.9638284	0.3900071	0.1023634	0.9718402
600	0.9266646	0.5844745	0.0562886	0.0552700	0.3851630	0.9285317	0.3683277	0.1305958	1.0755533
650	0.9091179	0.5974831	0.0436540	0.0677825	0.3662319	0.9542886	0.3019040	0.1672407	1.1133736
700	1.0385125	0.6730928	0.0749913	0.0463640	0.3407056	0.9319657	0.3582284	0.1392732	0.9000154
750	0.9663076	0.7409921	0.0458373	0.0674446	0.3570748	1.0317325	0.4095412	0.1877973	0.9385595
800	1.0150094	0.6969821	0.0537158	0.1111692	0.3582062	0.9368639	0.4665652	0.2223258	1.0326536
850	1.0174789	0.6267208	0.0772404	0.0871784	0.3569373	0.8756248	0.4082857	0.2609779	0.9401606
900	1.1148308	0.7183243	0.0634409	0.0844399	0.3295755	0.8896495	0.4140500	0.2633093	0.9425251
950	1.0055757	0.7292505	0.0752414	0.0805845	0.3267708	0.9479143	0.4395249	0.2480917	0.8840137
1000	1.0885457	0.7217274	0.0497773	0.1062022	0.3181484	0.9764862	0.4846515	0.3462136	0.9915426

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	0.9843188	0.6588897	0.0188644	0.1324884	0.2959875	0.9017341	0.3655171	0.2071238	0.7963722
100	1.0037767	0.7284203	0.0040873	0.1256288	0.3506264	0.8720482	0.3973381	0.3190843	0.5027067
150	0.9802232	0.9014083	0.0019711	0.2180479	0.4879756	0.6759856	0.4573934	0.6248767	0.3875069
200	0.9066648	0.9785433	0.0046565	0.3579665	0.6296017	0.5037737	0.4889915	0.7506367	0.3576652
250	0.8722386	0.9343757	0.0036918	0.5410824	0.6418819	0.3972301	0.5569140	0.9153955	0.4057116
300	0.9786370	0.8412081	0.0060623	0.6635089	0.7972935	0.3673943	0.5368596	0.9950083	0.3709151
350	0.9451937	0.8978720	0.0023355	0.6754373	0.7140516	0.2990513	0.4942280	0.9484884	0.4120429
400	1.0968424	0.8632888	0.0025130	0.6898832	0.7112332	0.3475188	0.4784170	0.9470841	0.3892802
450	1.0305868	0.8446169	0.0000000	0.6395190	0.7174706	0.3344923	0.4707247	1.0076881	0.3263029
500	1.0428103	0.8349846	0.0037099	0.6866620	0.7869289	0.2699496	0.5142195	1.0076326	0.3747939
550	1.0578484	0.6853233	0.0902905	0.6067722	0.7592814	0.3849793	0.6479170	0.9714266	0.6440788
600	1.0731657	0.5969967	0.0839961	0.4474422	0.5896482	0.6027112	0.6368107	0.7815705	0.7960805
650	1.0533278	0.6366131	0.0862470	0.2998161	0.4398120	0.7588312	0.6315689	0.6344687	1.0035529
700	1.0203813	0.6652992	0.0489983	0.1991818	0.3982671	0.7862986	0.4663158	0.4345877	0.9921333
750	1.0966724	0.7104828	0.0431501	0.1391050	0.3263583	0.9104612	0.4032742	0.2865448	0.9916512
800	1.0747655	0.7460675	0.0762672	0.1198089	0.2884862	0.9600409	0.4179551	0.2604986	1.0080504
850	1.0205244	0.6142978	0.0799855	0.1135323	0.2452443	0.9897474	0.4024176	0.2124073	1.0702734
900	1.0659837	0.6095697	0.0728075	0.1100044	0.2459016	0.9639539	0.3060010	0.1513307	1.0489039
950	1.0189205	0.6863155	0.0507062	0.1031449	0.2486677	1.0186813	0.3335934	0.2108521	1.0876112
1000	1.0266808	0.6430257	0.0850798	0.1198393	0.2851483	1.0041143	0.2960392	0.1987563	1.0325808

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	1.0403784	0.6071122	0.0577975	0.0803622	0.3336938	1.0154709	0.4735518	0.2345240	0.9303387
100	1.0344667	0.6795348	0.0532913	0.1070583	0.2942632	1.0080713	0.4547257	0.2806017	0.9493027
150	0.9349251	0.5868823	0.0529709	0.0950642	0.2863870	1.0703176	0.4828516	0.2480347	1.0510007
200	0.9224790	0.6730163	0.0445992	0.0794985	0.3455462	0.9838534	0.3857418	0.2261436	0.9589434
250	0.9799050	0.6008437	0.0541222	0.0770771	0.3073299	0.9079919	0.3761053	0.2156417	0.9224370
300	0.9935023	0.6308053	0.0680323	0.1227659	0.3440271	0.9328613	0.4375679	0.2565415	0.8679316
350	1.0232301	0.7279936	0.0455570	0.1481464	0.2987613	0.8067469	0.4827143	0.3730009	0.9608940
400	1.0645665	0.6668173	0.0532013	0.1568520	0.3329425	0.9429025	0.4096998	0.2819363	0.9766038
450	0.9304852	0.5467072	0.0712168	0.1312237	0.3664218	0.9065174	0.4816431	0.2775804	0.9406469
500	1.0274308	0.5939458	0.0842230	0.0991252	0.3338724	0.8913081	0.4559772	0.2749061	1.0169534
550	0.9901666	0.6446625	0.0596100	0.0911074	0.3210271	0.9418730	0.4542040	0.2899966	1.0182916
600	1.1288079	0.6567855	0.0571036	0.0855196	0.3242881	0.9176997	0.4061908	0.2292232	1.0131525
650	1.0240733	0.6055989	0.0703632	0.1052021	0.3148594	0.9428354	0.4119852	0.1934238	1.0649081
700	0.9561699	0.6277656	0.0600422	0.1477448	0.3048794	0.9341714	0.4509272	0.2305117	0.8560771
750	0.9903664	0.6458979	0.0597659	0.1412416	0.2515942	0.9739838	0.4382356	0.2566712	1.0339547
800	1.0727473	0.6839836	0.0477550	0.1238220	0.3246396	0.9232662	0.4395974	0.2327349	1.0731424
850	1.0980272	0.7308912	0.0695190	0.1186966	0.3259176	1.0528703	0.3550691	0.1855886	0.9970821
900	1.0915030	0.6117030	0.0639269	0.1097204	0.3134333	1.0303253	0.3588375	0.1942161	0.9942855
950	1.0201195	0.6987662	0.0604358	0.1065272	0.3640220	1.0678365	0.3618851	0.2907670	1.0926917
1000	0.9011778	0.5850560	0.0862315	0.0924959	0.3115019	0.9127466	0.3220537	0.2016975	1.0578735

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	0.9895880	0.7206428	0.0233718	0.0790146	0.2741443	1.0383166	0.3679952	0.1595306	1.0828357
100	1.0116620	0.8722095	0.0068662	0.0669039	0.1646059	1.0783918	0.3737252	0.1849001	1.0855016
150	0.9775842	0.9306698	0.0035560	0.0780147	0.2010145	1.0494057	0.3970509	0.2151131	0.9058211
200	1.0175793	0.9836737	0.0009695	0.0629943	0.1758292	1.0614716	0.3624215	0.2170083	0.9205528
250	1.0199715	1.0294095	0.0074908	0.0469764	0.1686132	0.9570582	0.4270970	0.2781001	0.9445761
300	1.1062629	0.9380214	0.0028706	0.0699645	0.1586021	1.0142201	0.4425123	0.2379663	1.0659238
350	1.0700379	0.9228173	0.0081123	0.0690114	0.1355738	1.0466293	0.3868269	0.2520247	0.9712837
400	1.1280817	0.9627183	0.0062914	0.0746557	0.1358070	0.9861380	0.4479701	0.2788598	0.9918997
450	0.9811486	1.1013517	0.0018586	0.0731844	0.1206366	0.9965558	0.3763874	0.2531300	0.9899716
500	0.9637705	0.9652402	0.0037716	0.0741291	0.1339127	0.9548563	0.4238254	0.2452501	1.0070653
550	1.0365067	0.9285340	0.0563348	0.0576977	0.1956306	0.9703573	0.3898950	0.2321689	1.0160880
600	1.0279817	0.8261303	0.0643150	0.0740940	0.2284718	0.9823136	0.4068883	0.2224416	0.9444604
650	1.0439684	0.7769872	0.0614800	0.1039135	0.3046459	0.9746595	0.3763743	0.2498764	0.9431216
700	0.9595109	0.7395251	0.0633600	0.0723924	0.3322694	0.9963768	0.4217990	0.2394599	0.9226082
750	0.9794875	0.7876455	0.0636669	0.0730407	0.3046623	0.9847167	0.4342383	0.2537391	1.0017802
800	0.9537854	0.6959213	0.0655969	0.0883948	0.3269627	0.9228042	0.3494520	0.2202165	1.1469229
850	0.9289849	0.7019887	0.0624225	0.0957128	0.3024654	0.9556947	0.3554262	0.1773883	0.9866512
900	0.9764277	0.7551780	0.0381145	0.0983104	0.3396703	0.9237186	0.3372521	0.1880044	1.0929081
950	1.0233431	0.8213340	0.0400908	0.1000633	0.3382430	0.8477968	0.3214033	0.1719047	0.9617439
1000	0.9483865	0.8784994	0.0537279	0.0979742	0.3253894	0.8493614	0.3891759	0.2190834	0.9544917

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	0.7627998	0.6685513	0.0117189	0.0892233	0.3130651	1.0479445	0.3283547	0.1827105	1.0956672
100	0.4533439	0.8040871	0.0024512	0.0761743	0.4607036	1.0442147	0.3157103	0.1740298	1.1447583
150	0.4291707	0.9465239	0.0096395	0.0808179	0.6113718	1.1809279	0.3185936	0.1829759	0.9411124
200	0.4475061	0.9398009	0.0035284	0.0878728	0.6540620	1.2296230	0.4290855	0.1610968	0.9978914
250	0.4356528	0.7633460	0.0048657	0.0932952	0.7135876	1.0647099	0.3512661	0.2147753	1.0814961
300	0.3784565	0.7274046	0.0086961	0.0960229	0.6887688	0.9250197	0.3568172	0.1933172	1.0509686
350	0.3980573	0.8451219	0.0050933	0.0997438	0.7530975	0.9353228	0.3448645	0.2037957	1.0123510
400	0.3922550	0.6704832	0.0027146	0.0757789	0.8406662	0.9493178	0.4184470	0.2436502	0.9391009
450	0.3909234	0.7153985	0.0065490	0.0920808	0.9462092	1.0779274	0.3884769	0.2497550	0.9953712
500	0.4028360	0.6715589	0.0074624	0.0677315	0.8615015	1.0752561	0.4327147	0.2473531	1.0009551
550	0.5841460	0.6126444	0.0719992	0.0939629	0.7772900	1.0421082	0.4186462	0.1936922	0.9147358
600	0.8934470	0.5375259	0.1027216	0.1083029	0.6624080	0.9673929	0.4294018	0.1998586	0.8948519
650	1.0590000	0.5114812	0.0587655	0.0956194	0.4793549	0.9727026	0.4381182	0.2711585	0.9598543
700	0.9956001	0.5576835	0.0640214	0.1161749	0.4020635	0.8721524	0.4135563	0.2889576	1.0169589
750	1.0052859	0.5759627	0.0469597	0.0993956	0.3591967	0.8810546	0.3329516	0.2611952	1.0661030
800	1.0809322	0.5983634	0.0643874	0.0872523	0.3350604	1.0034714	0.3334148	0.1968762	1.0111093
850	1.1045657	0.6905249	0.0642664	0.0667517	0.3154421	1.0514861	0.3639057	0.2056129	0.9997141
900	1.1360889	0.7072225	0.0360724	0.0781106	0.3211079	1.0550296	0.4347667	0.2017962	0.9802163
950	1.0393177	0.7248002	0.0579360	0.0727839	0.3225544	1.0885021	0.4172338	0.2224812	1.0542637
1000	1.0025990	0.7107912	0.0654548	0.0636574	0.3550721	1.0929104	0.3127066	0.1756518	1.1013880

0	1.1039905	0.7537456	0.0691353	0.0909579	0.3185076	0.9375095	0.3478933	0.1997035	1.1249885
50	0.9957475	0.8281696	0.0325774	0.1589619	0.2946639	0.9282355	0.3051586	0.2288852	0.5969836
100	1.0041780	0.7812266	0.0485874	0.1757852	0.3946408	0.9389863	0.3298539	0.5400471	0.5148346
150	1.1164864	0.6785977	0.0514016	0.2611754	0.5224781	0.6964170	0.3731544	0.6412130	0.4003665
200	1.0379906	0.7314206	0.0688264	0.3941811	0.6089001	0.5544123	0.3277717	0.7207470	0.3915607
250	0.9833754	0.6192554	0.0749682	0.4312788	0.6681127	0.5079925	0.3204998	0.8624414	0.4634751
300	0.9922570	0.6086515	0.0708339	0.4715580	0.5949970	0.5466700	0.4108961	0.8909750	0.4075854
350	0.8839221	0.4352412	0.0648063	0.5131597	0.6375009	0.4941935	0.4094231	0.8630398	0.3934047
400	0.9060484	0.5417805	0.0819032	0.5270018	0.6199060	0.4845940	0.4570823	0.9659132	0.4301982
450	1.0167347	0.4611262	0.1123145	0.5864816	0.6047897	0.4620970	0.4332202	0.9960263	0.3849249
500	1.0918614	0.5536916	0.1017017	0.5066793	0.6203215	0.4274214	0.4798114	1.0064320	0.3608716
550	1.0361795	0.4052548	0.1523423	0.5178184	0.6551378	0.4490867	0.6445293	0.8747160	0.7115715
600	1.0332669	0.3699514	0.0882899	0.4529617	0.5548926	0.6739538	0.6384014	0.7088991	1.0095228
650	0.9460890	0.5300764	0.0634817	0.3417570	0.4113872	0.8622734	0.5323856	0.4353292	0.9292270
700	1.1189020	0.5865757	0.0893825	0.1873958	0.3620887	0.9634943	0.4857858	0.3861239	0.9472916
750	0.9667865	0.5995905	0.0482665	0.1356648	0.3509694	0.9754418	0.4339537	0.3543057	0.9654005
800	1.0011217	0.6243076	0.0767278	0.1084363	0.3785854	1.0096376	0.4649542	0.3960621	0.9526290
850	1.0270292	0.5958502	0.0537467	0.1244914	0.3593121	1.0310186	0.4704323	0.3382117	1.0017151
900	0.9184765	0.6829313	0.0540078	0.1077524	0.3603132	1.0579377	0.4163673	0.2347537	1.0573957
950	0.9791833	0.6865827	0.0992718	0.0748947	0.3466080	1.0451761	0.3692193	0.2401370	1.0235608
1000	0.9273438	0.6257243	0.0668261	0.0846500	0.3463593	1.0087305	0.3622773	0.2119845	1.0163706
